latitude,longitude,cluster_title,cluster_id,text,message_id,title,summary,summary_id
50.4503596,30.5245025,Cultural Resilience,0.0,"**Svitlychnyk 3.0 is a two-day local festival for the birthday of the sixtier Ivan Svitlychnyi.**
**He was a literary critic, but he was knowledgeable not only about books but also about people.**
** He easily established relationships with them and maintained communication with many simultaneously. His Khrushchyovka on Umanska was one of the key points in the sixtiers' topography of Kyiv.**
**A place for meetings and acquaintances, a poetic workshop, a club, and a library for the creative youth of the 1960s. Today we would call Svitlychnyi a guru of networking and community building.**
On September 28-29, we will meet at the platform ""Ostriv,"" which is a local cultural center in Chokolivka, to celebrate the birthday of a neighbor from the past and discuss the sixtiers in broader contexts. This is all that matters to us now – attitudes towards the Soviet legacy, activism and solidarity networks, memory and commemoration practices, ultimately – how new media help to make sense of the past. In addition to the educational component, the festival will also include creative workshops from residents of the ""Ostriv"" platform, the content of which will address various figures and dimensions of the sixtiers, including artistic ones.

""Svitlychnyk"" first took place in 2020 as an intimate event for the neighborhood community, aimed at communicating the emergence of Ivan Svitlychnyi Street in Chokolivka. The next event was held as a literary evening for young authors. During the full-scale war, we continue this commemorative practice in the district space, scaling it up to a mini-festival.

👉[** PROGRAM OF THE FIRST DAY**](https://t.me/lossolomas_kyiv/70119)

👉[** PROGRAM OF THE SECOND DAY **](https://t.me/lossolomas_kyiv/70194)**

👉**[** WORKSHOPS**](https://t.me/lossolomas_kyiv/70199)**

****__*The event is free!
Workshops - donation to the Armed Forces of Ukraine*__**

**📍Platform ""Ostriv"": Volynska 9/21

📍Park Suputnyk (opposite Svitlychnyi's house): Umanska 35**",70394.0,Svitlychnyk Festival Celebrates Literary Legacy,"('A fire on Ushynskyi Street destroyed a garage, while a missing friendly black pug named John adds to community concerns. Additionally, a fast tram is shedding plaster, posing safety risks.', 2853)",1da2d472-757b-4b4b-bce1-529a4791d6f7
50.4503596,30.5245025,Community Support,3.0,"**Svitlychnyk 3.0 is a two-day local festival for the birthday of the sixtier Ivan Svitlychnyi.**
**He was a literary critic, but he was knowledgeable not only about books but also about people.**
** He easily established relationships with them and maintained communication with many simultaneously. His Khrushchyovka on Umanska was one of the key points in the sixtiers' topography of Kyiv.**
**A place for meetings and acquaintances, a poetic workshop, a club, and a library for the creative youth of the 1960s. Today we would call Svitlychnyi a guru of networking and community building.**
On September 28-29, we will meet at the platform ""Ostriv,"" which is a local cultural center in Chokolivka, to celebrate the birthday of a neighbor from the past and discuss the sixtiers in broader contexts. This is all that matters to us now – attitudes towards the Soviet legacy, activism and solidarity networks, memory and commemoration practices, ultimately – how new media help to make sense of the past. In addition to the educational component, the festival will also include creative workshops from residents of the ""Ostriv"" platform, the content of which will address various figures and dimensions of the sixtiers, including artistic ones.

""Svitlychnyk"" first took place in 2020 as an intimate event for the neighborhood community, aimed at communicating the emergence of Ivan Svitlychnyi Street in Chokolivka. The next event was held as a literary evening for young authors. During the full-scale war, we continue this commemorative practice in the district space, scaling it up to a mini-festival.

👉[** PROGRAM OF THE FIRST DAY**](https://t.me/lossolomas_kyiv/70119)

👉[** PROGRAM OF THE SECOND DAY **](https://t.me/lossolomas_kyiv/70194)**

👉**[** WORKSHOPS**](https://t.me/lossolomas_kyiv/70199)**

****__*The event is free!
Workshops - donation to the Armed Forces of Ukraine*__**

**📍Platform ""Ostriv"": Volynska 9/21

📍Park Suputnyk (opposite Svitlychnyi's house): Umanska 35**",70394.0,Svitlychnyk Festival Celebrates Literary Legacy,"(""A black pug named John is missing in Kyiv after escaping a leash. He's friendly and identifiable by white spots. Urgent help to locate him is sought; a reward offered."", 1543)",d0282468-b403-4dc0-803a-1d88eaa07ae6
50.4242067,30.4466034,Cultural Resilience,0.0,"Svitlychnyk 3.0 is a two-day local festival for the birthday of the sixtieth Ivan Svitlychnyi.

On September 28-29, we will meet at the ""Island"" platform, which is a local cultural center in Chokolivka, to celebrate the birthday of a neighbor from the past and discuss the sixtieths in broader contexts. This is all that matters to us now – attitudes towards the Soviet legacy, activism and solidarity networks, memory and commemoration practices, ultimately – how new media help to make sense of the past. The next event will be a literary evening of young authors. During the full-scale war, we continue this commemorative practice in the district space, scaling it up to a mini-festival.

👉 PROGRAM OF THE FIRST DAY

👉 PROGRAM OF THE SECOND DAY 

👉 WORKSHOPS

*The event is free! Workshops - donation to the Armed Forces of Ukraine*

📍Platform ""Island"": Volynska 9/21

📍Park Suputnyk (opposite Svitlychnyi's house): Umanska 35",13066.0,Svitlychnyk 3.0 Festival Announced,"(""Svitlychnyk 3.0 festival reflects on Soviet legacy amid war, emphasizing memory, activism, and new media. The free event includes workshops, supporting Ukraine's Armed Forces through donations."", 539)",9cd17e60-429e-4499-8a68-afb2f19acc70
50.4503596,30.5245025,Cultural Resilience,0.0,"**Svitlychnyk 3.0 is a two-day local festival for the birthday of the sixtieth Ivan Svitlychnyi. He was a literary critic, but he was knowledgeable not only about books but also about people.**
** He easily established relationships with them and maintained communication with many at once. His Khrushchyovka on Umanska was one of the key points in the sixtieth topography of Kyiv. A place for meetings and acquaintances, a poetic workshop, a club, and a library for the creative youth of the 1960s. Today, we would call Svitlychnyi a guru of networking and community building.**
On September 28-29, we will meet at the platform ""Ostriv,"" which is a local cultural center in Chokolivka, to celebrate the birthday of a neighbor from the past and talk about the sixtieths in broader contexts. This is all that matters to us now - attitudes towards the Soviet legacy, activism and solidarity networks, memory and commemoration practices, ultimately - how new media help to understand the past. In addition to the educational component, the festival will also include creative workshops from the residents of the ""Ostriv"" platform, the content of which will address various figures and dimensions of the sixtieths, particularly artistic ones.

""Svitlychnyk"" first took place in 2020 as an intimate event for the neighborhood community aimed at communicating the emergence of Ivan Svitlychnyi Street in Chokolivka. The next event was held as a literary evening for young authors. During the full-scale war, we continue this commemorative practice in the district space, scaling it up to a mini-festival.

**📍Platform ""Ostriv"": Volynska 9/21

📍Park Suputnyk (opposite Svitlychnyi's house): Umanska 35**",69931.0,Svitlychnyk Festival Celebrates Legacy,"('A fire on Ushynskyi Street destroyed a garage, while a missing friendly black pug named John adds to community concerns. Additionally, a fast tram is shedding plaster, posing safety risks.', 2853)",1da2d472-757b-4b4b-bce1-529a4791d6f7
50.4198172,30.4809137,Public Safety Concerns,2.0,"We are receiving messages:

The temporary restriction at the Holovka stop has turned into a whole quest, as people are forced to walk on the roadway and wait for public transport.",70383.0,Holovka Stop Transport Issues,"('The temporary restriction at Holovka stop forces people onto the road to wait for transport, creating safety risks and inconveniences for commuters.', 330)",bf5c8ece-edc4-4c90-81c1-5bf997dc1550
50.378485,30.4789013,Cultural Resilience,0.0,"**The second festival **[**""Book Country""**](https://www.instagram.com/bookvdng?igsh=MW5jN3NjaHJzMzN4ag==)** has started at VDNH.**
On the first day of the festival, it was attended by 9750 guests.

A record for Ukraine was set for simultaneous reading (114 people). They read aloud ""Selected Works"" by Vasyl Stus in front of the central pavilion of VDNH.

The organizers also held the final of the book bloggers' award. The winner was the novel ""Yellow-Like"" by Rebecca Kwan, a special award went to the novel ""A Little Drama"" by Valerian Podmohylnyi, and the readers' choice award was given to the novel ""Beyond the Perikop is Land"" by Anastasia Levkova.

The festival will last for another 3 days, with a total of 120 publishers participating in the book fair. Over 300 activities are planned.

**Entry is free**",70376.0,Book Country Festival Kicks Off,"('The ""Book Country"" festival at VDNH drew 9750 attendees, setting a record with 114 simultaneous readers, showcasing 120 publishers and 300 planned activities with free entry.', 517)",16ef2e13-1fda-4b34-9481-95d7d7938c1a
50.4503596,30.5245025,Public Safety Concerns,2.0,Antonov aircraft designers 41 fire victims. Work is in full swing - life goes on 🤝🏻,70343.0,Antonov Aircraft Designers Remember Victims,"('A garage fire on Ushynskyi Street and a missing dog in Kyiv are causing chaos, with traffic issues due to an accident. Urgent appeals for help circulate alongside charity events for military support.', 1874)",7af36581-c80e-4449-aa13-0c7eced59df8
50.4503596,30.5245025,Job Opportunities,1.0,Antonov aircraft designers 41 fire victims. Work is in full swing - life goes on 🤝🏻,70343.0,Antonov Aircraft Designers Remember Victims,"('Charity performance ""Unborn for War"" showcases real front-line stories, highlighting military hardship. Proceeds support soldiers, while local coffee shop seeks baristas amid tragedy.', 681)",7f63f99d-211e-4417-a7ac-639ea0e8940a
50.4503596,30.5245025,Public Safety Concerns,2.0,"Hey, Npop, are you sleeping? Autumn is almost over. When will the repairs be completed in the Mokra 7 building, which was damaged as a result of the Russian shelling on January 2, 2024? It will soon be a year. Damn marauders.",70280.0,Repairs Delayed at Mokra 7,"('A garage fire on Ushynskyi Street and a missing dog in Kyiv are causing chaos, with traffic issues due to an accident. Urgent appeals for help circulate alongside charity events for military support.', 1874)",7af36581-c80e-4449-aa13-0c7eced59df8
50.4503596,30.5245025,Community Engagement,4.0,"Hey, Npop, are you sleeping? Autumn is almost over. When will the repairs be completed in the Mokra 7 building, which was damaged as a result of the Russian shelling on January 2, 2024? It will soon be a year. Damn marauders.",70280.0,Repairs Delayed at Mokra 7,"('The ""Unborn for War"" performance highlights wartime experiences but underscores ongoing issues like delayed building repairs from Russian shelling, impacting the community a year later.', 717)",a10a2ee1-1f62-49fc-9378-50952260ddd1
50.4503596,30.5245025,Cultural Resilience,0.0,"Hey, Npop, are you sleeping? Autumn is almost over. When will the repairs be completed in the Mokra 7 building, which was damaged as a result of the Russian shelling on January 2, 2024? It will soon be a year. Damn marauders.",70280.0,Repairs Delayed at Mokra 7,"('A fire on Ushynskyi Street destroyed a garage, while a missing friendly black pug named John adds to community concerns. Additionally, a fast tram is shedding plaster, posing safety risks.', 2853)",1da2d472-757b-4b4b-bce1-529a4791d6f7
50.4503596,30.5245025,Public Safety Concerns,2.0,"Residential Complex Dynasty. Before/After. As far as we know, this was done thanks to the efforts of locals, not the Kyiv authorities.",70279.0,Local Efforts Revive Dynasty Complex,"('A garage fire on Ushynskyi Street and a missing dog in Kyiv are causing chaos, with traffic issues due to an accident. Urgent appeals for help circulate alongside charity events for military support.', 1874)",7af36581-c80e-4449-aa13-0c7eced59df8
50.4503596,30.5245025,Cultural Resilience,0.0,"Residential Complex Dynasty. Before/After. As far as we know, this was done thanks to the efforts of locals, not the Kyiv authorities.",70279.0,Local Efforts Revive Dynasty Complex,"('A fire on Ushynskyi Street destroyed a garage, while a missing friendly black pug named John adds to community concerns. Additionally, a fast tram is shedding plaster, posing safety risks.', 2853)",1da2d472-757b-4b4b-bce1-529a4791d6f7
50.4125989,30.4836221,Public Safety Concerns,2.0,Pedestrian traffic is partially restricted at the Golovka stop on Lobanovsky.,70260.0,Pedestrian Traffic Restricted at Golovka,"('Pedestrian traffic is restricted at Golovka stop due to a crash on Lobanovskyi Avenue, where a driver violated road markings. A VAZ car also caught fire but was extinguished safely.', 494)",92c33225-2144-465e-871f-24afb6837b98
50.4503596,30.5245025,Public Safety Concerns,2.0,"Friends are still looking for their 👀. **Free vacancy for Barista in one of the coffee shops** [**MOUNTAINS**](https://www.instagram.com/mountains_kyiv?igsh=bHphd3dya29hMTI1)! ** 📍 Svyatoslava Khorebroho 11B (Residential Complex Sky Avenue) ⏰ Schedule 3/3 (weekdays 08:00-21:00 / weekends 09:00-21:00) 💸 On average ~ 1500 per shift + tips (payment twice a month, no delays). We invite adult guys and girls with experience in our field to join a young and healthy team! It's interesting with us 😉. **For interviews, write to: ****@phantom_ls**.",70232.0,Barista Vacancy at MOUNTAINS,"('A garage fire on Ushynskyi Street and a missing dog in Kyiv are causing chaos, with traffic issues due to an accident. Urgent appeals for help circulate alongside charity events for military support.', 1874)",7af36581-c80e-4449-aa13-0c7eced59df8
50.4503596,30.5245025,Job Opportunities,1.0,"Friends are still looking for their 👀. **Free vacancy for Barista in one of the coffee shops** [**MOUNTAINS**](https://www.instagram.com/mountains_kyiv?igsh=bHphd3dya29hMTI1)! ** 📍 Svyatoslava Khorebroho 11B (Residential Complex Sky Avenue) ⏰ Schedule 3/3 (weekdays 08:00-21:00 / weekends 09:00-21:00) 💸 On average ~ 1500 per shift + tips (payment twice a month, no delays). We invite adult guys and girls with experience in our field to join a young and healthy team! It's interesting with us 😉. **For interviews, write to: ****@phantom_ls**.",70232.0,Barista Vacancy at MOUNTAINS,"('Charity performance ""Unborn for War"" showcases real front-line stories, highlighting military hardship. Proceeds support soldiers, while local coffee shop seeks baristas amid tragedy.', 681)",7f63f99d-211e-4417-a7ac-639ea0e8940a
50.4503596,30.5245025,Community Engagement,4.0,"Friends are still looking for their 👀. **Free vacancy for Barista in one of the coffee shops** [**MOUNTAINS**](https://www.instagram.com/mountains_kyiv?igsh=bHphd3dya29hMTI1)! ** 📍 Svyatoslava Khorebroho 11B (Residential Complex Sky Avenue) ⏰ Schedule 3/3 (weekdays 08:00-21:00 / weekends 09:00-21:00) 💸 On average ~ 1500 per shift + tips (payment twice a month, no delays). We invite adult guys and girls with experience in our field to join a young and healthy team! It's interesting with us 😉. **For interviews, write to: ****@phantom_ls**.",70232.0,Barista Vacancy at MOUNTAINS,"('The ""Unborn for War"" performance highlights wartime experiences but underscores ongoing issues like delayed building repairs from Russian shelling, impacting the community a year later.', 717)",a10a2ee1-1f62-49fc-9378-50952260ddd1
50.4503596,30.5245025,Cultural Resilience,0.0,"Friends are still looking for their 👀. **Free vacancy for Barista in one of the coffee shops** [**MOUNTAINS**](https://www.instagram.com/mountains_kyiv?igsh=bHphd3dya29hMTI1)! ** 📍 Svyatoslava Khorebroho 11B (Residential Complex Sky Avenue) ⏰ Schedule 3/3 (weekdays 08:00-21:00 / weekends 09:00-21:00) 💸 On average ~ 1500 per shift + tips (payment twice a month, no delays). We invite adult guys and girls with experience in our field to join a young and healthy team! It's interesting with us 😉. **For interviews, write to: ****@phantom_ls**.",70232.0,Barista Vacancy at MOUNTAINS,"('A fire on Ushynskyi Street destroyed a garage, while a missing friendly black pug named John adds to community concerns. Additionally, a fast tram is shedding plaster, posing safety risks.', 2853)",1da2d472-757b-4b4b-bce1-529a4791d6f7
50.4503596,30.5245025,Public Safety Concerns,2.0,"**On September 25, changes will be made to the routes of trolleybuses No. 3, 9-K; On September 28, changes will be made to the route of trolleybus No. 3**. Work will be carried out to arrange the upper layer of asphalt concrete on Metropolitan Vasyl Lypkivskyi Street. On September 25 from 07:00 to 22:00, trolleybus traffic will be organized: - route No. 3 from the Railway Massif to the 'Ploshcha Ukrayinskykh Heroiv' metro station. For the convenience of passengers, the route has been assigned the number 3-D; - route No. 9-K from Kadetsky Hay St. to the 'Ploshcha Ukrayinskykh Heroiv' metro station. For the convenience of passengers, the route has been assigned the number 9-D. On September 28 from 07:00 to 22:00, trolleybus route No. 3 will be organized from the Railway Massif to Solomyanska St. according to the existing route, then - Solomyanska Square - Air Forces Avenue - Ivan Ohiyenko St. - Heorhiy Kirpa St. - Sicheslavska St. - Metropolitan Vasyl Lypkivskyi St. - Hetman Pavlo Skoropadskyi St., then according to the existing route. For the convenience of passengers, it has been assigned No. 3-A.",70230.0,Trolleybus Route Changes Announced,"('A garage fire on Ushynskyi Street and a missing dog in Kyiv are causing chaos, with traffic issues due to an accident. Urgent appeals for help circulate alongside charity events for military support.', 1874)",7af36581-c80e-4449-aa13-0c7eced59df8
50.4503596,30.5245025,Cultural Resilience,0.0,"**On September 25, changes will be made to the routes of trolleybuses No. 3, 9-K; On September 28, changes will be made to the route of trolleybus No. 3**. Work will be carried out to arrange the upper layer of asphalt concrete on Metropolitan Vasyl Lypkivskyi Street. On September 25 from 07:00 to 22:00, trolleybus traffic will be organized: - route No. 3 from the Railway Massif to the 'Ploshcha Ukrayinskykh Heroiv' metro station. For the convenience of passengers, the route has been assigned the number 3-D; - route No. 9-K from Kadetsky Hay St. to the 'Ploshcha Ukrayinskykh Heroiv' metro station. For the convenience of passengers, the route has been assigned the number 9-D. On September 28 from 07:00 to 22:00, trolleybus route No. 3 will be organized from the Railway Massif to Solomyanska St. according to the existing route, then - Solomyanska Square - Air Forces Avenue - Ivan Ohiyenko St. - Heorhiy Kirpa St. - Sicheslavska St. - Metropolitan Vasyl Lypkivskyi St. - Hetman Pavlo Skoropadskyi St., then according to the existing route. For the convenience of passengers, it has been assigned No. 3-A.",70230.0,Trolleybus Route Changes Announced,"('A fire on Ushynskyi Street destroyed a garage, while a missing friendly black pug named John adds to community concerns. Additionally, a fast tram is shedding plaster, posing safety risks.', 2853)",1da2d472-757b-4b4b-bce1-529a4791d6f7
