latitude,longitude,cluster_title,cluster_id,text,message_id,title,summary,summary_id,place_id
50.4364983,30.4283648,Heating and Water Issues,0.0,"🌡 **Disconnection of Hot Water**

**Due to emergency work by Kyivteploenergo, there is no hot water in some dormitories.**

Hot water supply is planned to be restored by the evening of August 29.

@kpicampus",438.0,Hot Water Outage Alert,"('Kyivteploenergo reports water supply disruptions starting tomorrow; hot water outages in some dorms persist for months due to repairs, affecting student living conditions.', 1092)",e6d956ff-ae83-45f6-8825-27741786ce4a,8834dd60bcc6f0ec08996f27927f7f39
50.4364983,30.4283648,Heating and Water Issues,0.0,"💧 **Water Disconnection**

**Due to emergency work by Kyivteploenergo, there may be interruptions in water supply in some dormitories.**

Water supply is planned to be restored by 14:00 on September 16.

@kpicampus",440.0,Water Supply Interruptions Expected,"('Kyivteploenergo reports water supply disruptions starting tomorrow; hot water outages in some dorms persist for months due to repairs, affecting student living conditions.', 1092)",e6d956ff-ae83-45f6-8825-27741786ce4a,8834dd60bcc6f0ec08996f27927f7f39
50.4496249,30.4119686,Heating and Water Issues,0.0,"🌡️ **Heating Network Repairs**

In some dormitories on Braichevskogo and Yangel streets, there is no hot water supply.

Estimated return time, according to Kyivteploenergo: tomorrow at 15:00.

@kpicampus",536.0,Heating Repairs on Braichevskogo,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"**🌡️ Repair Work on Heating Networks**

Today from 9:00, there is no hot water supply and heating in most dormitories.

Estimated return time: 12:00 on November 12.

@kpicampus",537.0,Dormitory Heating Outage Today,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"**🌡️ Heating Network Emergency**

In the dormitories on Mykhailo Braichevskyi Street and Koval'skyi Lane, there is no hot water supply due to a heating network break.

Estimated return time, according to Kyivteploenergo: today by 20:00.

@kpicampus",541.0,Emergency Heating Network Break,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"💧**May Without Water**

In the dormitories, there is no hot water supply due to a heating network break and ongoing repair work until May 13 at 23:59. After their completion, hydraulic tests of the pipes will begin until the end of the month.

Estimated completion date for all work and return of water, according to Kyivteploenergo: May 28 — 31.

@kpicampus",542.0,Extended Hot Water Outage,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"💡**Power Outages**

Starting from May 16, hourly power outages may occur in Kyiv and the student campus according to the [schedule](https://www.dtek-kem.com.ua/ua/shutdowns) of Ukrenergo and DTEK.

Preliminary outages may occur [from](https://t.me/suspilnenews/32727) 00:00 to 9:00 or from 16:00 to 24:00.

@kpicampus",543.0,Kyiv Power Outages Scheduled,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"**🟢 Administration**

**Shelters**
Repairs are planned in 6 dormitories that have shelters by autumn.

**Power Banks**
For emergency charging, most dormitories have [power banks](https://t.me/ecokpi/142) available at the reception.

If you do not have a power bank or it is in poor condition, write for a replacement to @kpicampus_bot.

**Generators**
Will only be used in case of power outages lasting more than 4 hours, and only for charging flashlights and phones.

@kpicampus",544.0,Dormitory Emergency Preparedness,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"UPD: The hot water supply outage has been extended to June 10.

@kpicampus",546.0,Hot Water Outage Extended,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"🟢  **Administration**

**Accommodation**
The accommodation algorithm for summer will be announced tomorrow, based on a similar, [last year's principle](https://t.me/kpicampus/1580).

The number of accommodation places for the next academic year is planned to increase by 1.5 thousand. Instructions for accommodation will be available by July 17.

**Elevators**
Elevators are starting to resume operation, but you need to monitor the outage schedules to avoid getting stuck in the elevator in the middle of the night.

**Inventory**
From June 5 to 7, an inventory commission will check the current state of inventory in the rooms.

@kpicampus",547.0,Summer Accommodation Updates,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"🏡  **Summer Accommodation**

**The accommodation algorithm this year for students remains unchanged. You need to settle all debts, fill out a clearance form, and write a request for summer accommodation.

The payment for the summer period this time will be 1600/1800, regardless of the number of residents in the room.

New entrants pay according to [third-party tariffs](https://t.me/kpicampus/1053) and retain their place if they previously lived in the dormitory. After submitting documents for the master's/PhD program at KPI, applicants can submit confirming documents to reduce the amount and pay 1600/1800 UAH accordingly.

To settle in, submit a request to the dormitory manager by June 21.

**Examples of requests**:
[• for students](https://docs.google.com/document/d/18Ih1pOeL3Jwd3HrYOX9VPMIYlFr9iuC8/edit?usp=sharing&ouid=107631616912058936796&rtpof=true&sd=true);
[• for master's entrants](https://docs.google.com/document/d/1WiTAFG_VdgJwCL1MBtTQOJF-MsTYfr9a/edit?usp=sharing&ouid=107631616912058936796&rtpof=true&sd=true);
[• for academic leave](https://docs.google.com/document/d/1rQ7il7UyCBvmys_7btfBAHesnCu56ahi/edit?usp=sharing&ouid=107631616912058936796&rtpof=true&sd=true).

If you have questions, write to @kpicampus_bot.

@kpicampus",548.0,Summer Accommodation Guidelines,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"🟢 **Administration 06.08**

**Accommodation**
Will start on August 26, and by the end of the week, there will be lists for accommodation from faculties and institutes. A total of about 9 thousand students are planned to be brought out for mixed learning.

**Masters**
By August 2, they should have written a [request](https://docs.google.com/document/d/13FJxmoUKzXYeRo9T8oGxshdi3MXm1faIDpQwAO6Tk1E/edit?usp=sharing) for a change in payment format and extension of residence in the dormitory until August 31.

If you have not written a request, please contact the manager.

**Hot Water**
In some dormitories, there has been no hot water for 3 months due to major repair work.

**Elevators**
Due to the stabilization of electricity supply, the operation of most elevators will be restored.

@kpicampus",550.0,Accommodation Plans for August,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"**🔑 Accommodation for Senior Students**

Students of 2nd–4th year of bachelor's and 2nd year of master's programs who fall under priority categories can settle from **August 26** to **September 15** for the new academic year. If you are settling in for the first time — make sure to do it **by September 5**.

First-year master's students will settle **from September 10 to 15**.

**Priority Categories:**
1. People from ONT/TOT, children of parents with combatant status, orphans, and children deprived of parental care.
2. Those who are on the [lists of in-person disciplines](https://t.me/sr_kpi/4925).

Follow the [accommodation algorithm](https://telegra.ph/Poselennya-studentstva-starshih-kurs%D1%96v-08-13#%D0%9D%D0%B5%D0%BE%D0%B1%D1%85%D1%96%D0%B4%D0%BD%D1%96-%D0%B4%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B8).

If you have questions, write to @kpicampus_bot.

@kpicampus",551.0,Senior Student Accommodation Info,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"🙌 **Volunteer Recruitment for Accommodation Assistance**

We are looking for volunteers who are ready to help with the accommodation of newcomers! This is a great opportunity to meet new people and make the lives of first-year students in the campus easier.

If you have some free time and want to do something useful – fill out the [form at the link](https://forms.gle/3i48ThrZcRTxM3e68) **by August 25 inclusive.** We look forward to having you on our team!

@kpicampus",552.0,Volunteer Help for New Students,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"🌡 **Hot Water Outage**

Due to emergency work by Kyivteploenergo, there is no hot water in some dormitories. **

Hot water supply is planned to be restored by the evening of August 29.

@kpicampus",553.0,Hot Water Supply Disruption,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4496249,30.4119686,Heating and Water Issues,0.0,"💧 **Water Outage**

Due to emergency work by Kyivteploenergo, there may be interruptions in water supply in some dormitories. **

Water supply is planned to be restored by 14:00 on September 16.

@kpicampus",554.0,Water Supply Interruption Notice,"('Multiple dormitories face ongoing hot water supply issues due to heating network repairs until late May. Residents should prepare for further disruptions and potential power outages.', 1992)",ca5fdbec-ee3d-42fa-bc07-9ce74ca1ec24,e45f6ba6841c8aa1af553a760e89de96
50.4471963,30.4470161,Heating and Water Issues,0.0,"🌡️ **Heating Network Repairs**

In some dormitories on Braichevskogo and Yangel streets, hot water supply is unavailable.

According to Kyivteploenergo, the estimated time of return is tomorrow at 15:00.

@kpicampus",426.0,Hot Water Outage Update,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"**🌡️ Repair Work on Heating Networks**

Today from 9:00, hot water supply and heating are unavailable in most dormitories.

Estimated time of return: 12:00 on November 12.

@kpicampus",427.0,Dormitory Heating Disruption,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"🚰 **Message from the Future**

According to Kyivteploenergo, starting tomorrow at 9:00, water supply will be unavailable.

The estimated time of return will be announced by Kyivteploenergo tomorrow, based on the volume of work.

@kpicampus",428.0,Upcoming Water Supply Interruption,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"🌡 **Room Temperature Water**

According to Kyivteploenergo, there are problems with the circulation of hot water in the student campus, which is causing a decrease in water temperature in most dormitories.

Currently, this situation has arisen in dormitories 8, 15, and 16. The estimated time of return today is by 18:00.

@kpicampus",430.0,Hot Water Circulation Issues,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"⚠️ **Emergency**

Emergency power outage across the Shulyavka area and KPI.

According to DTEK, the estimated time of return is 18:00.

If you need to charge, approach the guards for a power bank.

@kpicampus",433.0,Emergency Power Outage,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"☃️ **Heating Season Ended**

Today marks the end of the heating season according to the [KMDA plan.](https://t.me/KyivCityOfficial/9249)

In the coming days, heating will be completely turned off in all dormitories.

@kpicampus",434.0,Heating Season Concludes,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"**💧Heating Network Emergency**

In the dormitories on Oleksy Tykhyi and Borshchahivska streets, there is no hot water supply due to a heating network break.

According to Kyivteploenergo, the estimated time of return is April 3 by 11:00.

@kpicampus",435.0,Heating Network Emergency,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"💡**Power Outage**

Starting May 16, hourly power outages may occur in Kyiv and the student campus according to the [schedule](https://www.dtek-kem.com.ua/ua/shutdowns) of Ukrenergo and DTEK.

Preliminary outages may occur [from](https://t.me/suspilnenews/32727) 00:00 to 9:00 or from 16:00 to 24:00.

@kpicampus",436.0,Scheduled Power Outages,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"**🟢 Administration**

**Shelters**
Repairs are planned in 6 dormitories that have shelters by autumn.

**Power Banks**
For emergency charging, most dormitories have [power banks](https://t.me/ecokpi/142) located at the reception.

If you do not have a power bank or it is in poor condition, write about the replacement to @kpicampus_bot.

**Generators**
Will only be used in case of power outages longer than 4 hours, and only for charging flashlights and phones.

@kpicampus",437.0,Dormitory Emergency Preparedness,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"UPD: The hot water supply outage has been extended to May 10.

@kpicampus",438.0,Hot Water Outage Extended,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"🟢 **Administration**

**Settlement**
The settlement algorithm for summer will be announced tomorrow, based on a similar, [last year's principle](https://t.me/kpicampus/1580).

The number of settlement places for the next academic year is planned to increase by 1.5 thousand. Instructions for the settlement itself will be available by July 17.

**Elevators**
Elevators are starting to resume operation, but you need to monitor the outage schedules to avoid getting stuck in the elevator in the middle of the night.

**Inventory**
From June 5 to 7, an inventory commission will check the current state of inventory in the rooms.

@kpicampus",439.0,Summer Settlement Plans,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"**UPD*3: **According to information from** **Kyivteploenergo, the repair of the hot water supply has been extended to 23:00 today.

Estimated time of return: tonight — tomorrow morning.

@kpicampus",441.0,Hot Water Repair Update,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"🌡️ **Well, you get it**

**Kyivteploenergo promises every day to finish the work by 23:00, but ""something"" is going wrong.

Estimated time: by the end of the month. Probably in 2024.

@kpicampus",442.0,Hot Water Repair Delays,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
50.4471963,30.4470161,Heating and Water Issues,0.0,"🟢 **Administration 06.08**

**Settlement**
Will begin on August 26, by the end of the week there will be lists for settlement from faculties and institutes. A total of about 9 thousand students are planned for mixed learning.

**Masters**
By August 2, they should have written a [request](https://docs.google.com/document/d/13FJxmoUKzXYeRo9T8oGxshdi3MXm1faIDpQwAO6Tk1E/edit?usp=sharing) for a change in payment format and extension of residence in the dormitory until August 31.

If they did not write a request, they should contact the manager.

**Hot Water**
In some dormitories, there has been no hot water for 3 months due to major repair work.

**Elevators**
Due to the stabilization of electricity supply, the operation of most elevators will be restored.

@kpicampus",443.0,Settlement Process Announcement,"(""Hot water and heating outages persist in dormitories due to ongoing repairs by Kyivteploenergo, affecting students' comfort. Restoration times are frequently extended, causing frustration."", 1681)",1e14d853-9948-47d3-8473-009b22e06233,af95df972c57c082af01c2b4052e0296
