text,cluster_title,longitude,latitude,summary,summary_id,place_id
"Standard hotel to sleep, no more. Great location. Up to 10 minutes by a walk to nearest metro station. Then 12 min to the city center.",Hotel Quality Concerns,50.4576518,30.433419,"('The hotel has dusty conditions and weak soundproofing, with thin walls letting noise in, making it less suitable for quiet stays. Cleaning service requires a request. Good location for short trips.', 459)",e954690c-9a37-4a98-9853-0d5e7911698e,a39ef13b05769c4cb024e6fd3fde6e94
Pathetic and bad customer relation,Poor Customer Service,50.4431661,30.4168322,"(""Customers report poor service and inadequate responses from support, leading to frustration and a negative experience with the brand's customer relations."", 298)",0f995ff3-bde5-40e4-a4ec-fe1974da3d76,adfbacfb4483f678a3069be8c92b778e
"Stayed for one night. Of course, this is not three stars. There is no telephone for communication with the staff, and there are also no refrigerators and utensils. We asked for glasses at the reception, they gave us. Bed linen and curtains are very old. It was a little dirty in the room, but it looked like they were cleaning, probably not very conscientiously. If you are not too picky and can close your eyes to some things, then you can stay here for one night.",Hotel Quality Concerns,50.4431661,30.4168322,"('The hotel struggles with outdated amenities like old bed linens and lack of refrigerators, plus cleanliness issues. Reasonable for a short stay, but not ideal for picky guests.', 503)",0829e7ab-cce6-496e-ad02-85d239534539,adfbacfb4483f678a3069be8c92b778e
"Stayed for one night. Of course, this is not three stars. There is no telephone for communication with the staff, and there are also no refrigerators and utensils. We asked for glasses at the reception, they gave us. Bed linen and curtains are very old. It was a little dirty in the room, but it looked like they were cleaning, probably not very conscientiously. If you are not too picky and can close your eyes to some things, then you can stay here for one night.",Quality of Services,50.4431661,30.4168322,"('The stay revealed inadequate amenities, like no phone and old, dirty bedding. Good for non-picky guests, but overall cleanliness and facilities fall short of three-star expectations.', 401)",d73889ea-016c-4643-aec8-0dc7fa6f2e5b,adfbacfb4483f678a3069be8c92b778e
"The hotel is located on the first floor of a residential building. The prices are reasonable; shower gel, shampoo, soap, towels and toilet paper are provided with your room number. There is a shower with a boiler, air conditioning, TV. There is a wardrobe, a table and an ottoman. I would give it 4.5/5 because the standard room does not have a refrigerator and there is a small amount of cobwebs on the ceiling.
You can stay for a couple of days.",Hotel Quality Concerns,50.4431661,30.4168322,"('The hotel struggles with outdated amenities like old bed linens and lack of refrigerators, plus cleanliness issues. Reasonable for a short stay, but not ideal for picky guests.', 503)",0829e7ab-cce6-496e-ad02-85d239534539,adfbacfb4483f678a3069be8c92b778e
"old or/and unqualified teachers with low salaries are not motivated enough to teach well. rulers of this university build private buildings on its territory. IT institute don't have any computers, only furniture from Soviet times. Corruption is at 80% level (official statistics about percentage of  students who paid or were forced to paid for good marks or at least had opportunity to pay). According to dou.ua it is the worst university in kiev in IT industry",Quality of Services,50.4400743,30.4298761,"(""Poorly paid, unqualified teachers and outdated facilities plague a Kyiv IT university, marred by 80% corruption in grading, earning it the title of the worst in the city's IT sector."", 398)",5b3e7f45-8f3f-4070-958e-bb27ffe99e1e,0c7a34f967342faabb26e92fceab7200
"old or/and unqualified teachers with low salaries are not motivated enough to teach well. rulers of this university build private buildings on its territory. IT institute don't have any computers, only furniture from Soviet times. Corruption is at 80% level (official statistics about percentage of  students who paid or were forced to paid for good marks or at least had opportunity to pay). According to dou.ua it is the worst university in kiev in IT industry",University Corruption,50.4400743,30.4298761,"('Low salaries and unqualified teachers hinder motivation at this university. Corruption is rampant, impacting education quality, despite some positive student experiences.', 465)",f8bd8fe7-94fe-4f1d-b5d8-e58dedf88747,0c7a34f967342faabb26e92fceab7200
"old or/and unqualified teachers with low salaries are not motivated enough to teach well. rulers of this university build private buildings on its territory. IT institute don't have any computers, only furniture from Soviet times. Corruption is at 80% level (official statistics about percentage of  students who paid or were forced to paid for good marks or at least had opportunity to pay). According to dou.ua it is the worst university in kiev in IT industry",Hotel Quality Concerns,50.4400743,30.4298761,"('A Kiev IT university struggles with unqualified teachers, outdated facilities, and rampant corruption, impacting education quality and its reputation in the industry.', 386)",2867d145-40a0-4991-a396-dfb41b332573,0c7a34f967342faabb26e92fceab7200
"It’s a good University, where all students can learn and get good knowledge. And for foreign students, who study in NAU they can study in English, with out any problems. As a student, i have a good experience in the University.",University Corruption,50.4400743,30.4298761,"('Low salaries and unqualified teachers hinder motivation at this university. Corruption is rampant, impacting education quality, despite some positive student experiences.', 465)",f8bd8fe7-94fe-4f1d-b5d8-e58dedf88747,0c7a34f967342faabb26e92fceab7200
"I had studied here from 2002-2007. This is very beatitful place, good people, peaceful city. I love Kiev.",University Corruption,50.4400743,30.4298761,"('Low salaries and unqualified teachers hinder motivation at this university. Corruption is rampant, impacting education quality, despite some positive student experiences.', 465)",f8bd8fe7-94fe-4f1d-b5d8-e58dedf88747,0c7a34f967342faabb26e92fceab7200
Awesome place. I am an American who visited the University to experience the Tu-134 flight simulator. What an interesting and unique experience for me. I truly enjoyed it.,Cultural Heritage Concerns,50.4400743,30.4298761,"('The reviewer found the Tu-134 flight simulator at the University a unique and enjoyable experience, highlighting positive aspects without mentioning any problems or concerns.', 329)",d9e26b83-0baf-446f-ac19-d73900741919,0c7a34f967342faabb26e92fceab7200
"Don't bother, you spend 5quid on taxi and you don't get in. Because of any reason they want. Because my friend was brown. Not worth your time. Not because of dress. Not because of class. Any reason they want",Quality of Services,50.4394399,30.4348176,"('Access issues at a venue may reflect bias: a user faced denial of entry despite paying for a taxi, citing racial discrimination, indicating broader social implications and frustrations.', 348)",d4771c0b-a37e-46fc-a54e-ae36442ecb9b,a12763d6039c7acb3138a8c821262f38
"Don't bother, you spend 5quid on taxi and you don't get in. Because of any reason they want. Because my friend was brown. Not worth your time. Not because of dress. Not because of class. Any reason they want",Access to Legal Services,50.4394399,30.4348176,"('Users report discrimination in taxi services, with refusals based on race rather than dress or social class, leading to wasted fares and frustration.', 343)",8a92f89c-b3d5-4728-9eaa-edebabb332f7,a12763d6039c7acb3138a8c821262f38
"Don't bother, you spend 5quid on taxi and you don't get in. Because of any reason they want. Because my friend was brown. Not worth your time. Not because of dress. Not because of class. Any reason they want",Healthcare Access Issues,50.4394399,30.4348176,"(""Taxi denied entry based on a friend's ethnicity raises concerns about discrimination, overshadowing positive experiences and friendly staff at a popular spot in Kyiv."", 415)",54f829e9-55d3-4ba9-8937-66e6a5525aac,a12763d6039c7acb3138a8c821262f38
"Wow. That was awesome. The meeting of friends here it's something unbelievable. Prices are 🔥🔥🔥. We are ordered mix of nuts and some beer and, certainly, a hookah. Special thanks for chip Pistachios. The staff is happy and grateful, understanding so on. Omg, it's my new favourite place in Kyiv. Wait me again!",Hotel Quality Concerns,50.4394399,30.4348176,"('The review praises a lively gathering spot in Kyiv, highlighting great prices, delicious snacks, and friendly staff, making it a new favorite for socializing.', 370)",e2669098-6c7f-4796-8362-13f66cddf6d7,a12763d6039c7acb3138a8c821262f38
"Wow. That was awesome. The meeting of friends here it's something unbelievable. Prices are 🔥🔥🔥. We are ordered mix of nuts and some beer and, certainly, a hookah. Special thanks for chip Pistachios. The staff is happy and grateful, understanding so on. Omg, it's my new favourite place in Kyiv. Wait me again!",Healthcare Access Issues,50.4394399,30.4348176,"(""Taxi denied entry based on a friend's ethnicity raises concerns about discrimination, overshadowing positive experiences and friendly staff at a popular spot in Kyiv."", 415)",54f829e9-55d3-4ba9-8937-66e6a5525aac,a12763d6039c7acb3138a8c821262f38
"I believe that park was renovated in the last few years, it looks great and beautiful now. Its is kept clean by the city.

There is a small “lake” in the middle close to the place where children can play.

Next to that is a place for outdoor exercise.
Very nice!",Hotel Quality Concerns,50.4440254,30.4265205,"('The park is clean and beautifully renovated, but the lake remains dirty, detracting from its appeal for visitors, especially families and pet owners.', 400)",aa1ba02e-6d5b-47fe-8811-cb5efd4a4be8,ef4bc0167716b999470c2b550037bec9
"I believe that park was renovated in the last few years, it looks great and beautiful now. Its is kept clean by the city.

There is a small “lake” in the middle close to the place where children can play.

Next to that is a place for outdoor exercise.
Very nice!",Zoo Conditions Concerns,50.4440254,30.4265205,"(""The park has been beautifully renovated and is well-maintained, featuring a children's play area and exercise spot, offering a great outdoor space for community use."", 356)",e73c9c88-9605-4f55-a426-01be20949a41,ef4bc0167716b999470c2b550037bec9
We like the hotel. 10 km to city center  but we have a  rented car ao its very easy to us. The rooms are new large and very clean. The price is reasonable,Poor Customer Service,50.4440254,30.4265205,"('The hotel is good with clean, large rooms and reasonable prices, but its 10 km distance from the city center may be a challenge for those without a car.', 340)",db54f05a-9821-4f96-933e-0944475d3e5d,ef4bc0167716b999470c2b550037bec9
Popular park for kids and dogs lovers. Clean and green exept lake - it's always dirty. Overall good place especially in working hours,Hotel Quality Concerns,50.4440254,30.4265205,"('The park is clean and beautifully renovated, but the lake remains dirty, detracting from its appeal for visitors, especially families and pet owners.', 400)",aa1ba02e-6d5b-47fe-8811-cb5efd4a4be8,ef4bc0167716b999470c2b550037bec9
"Quiet, clean and comfortable. Slightly outside the centre. Ideal if you have your own transport.",Hotel Quality Concerns,50.4440254,30.4265205,"('The park is clean and beautifully renovated, but the lake remains dirty, detracting from its appeal for visitors, especially families and pet owners.', 400)",aa1ba02e-6d5b-47fe-8811-cb5efd4a4be8,ef4bc0167716b999470c2b550037bec9
Destruction,Public Safety Concerns,50.4498266,30.4205728,"('Destruction highlights severe environmental damage, exacerbating climate change and impacting biodiversity. Urgent actions are needed to mitigate these effects and promote sustainability.', 298)",8da32367-6afd-4bfd-9447-1752468949dd,98bb067e0cd3a28f40d0858c2d577a2a
Good service and polite staff. It is a quite comfortable cinema for visiting with the family. There are big enough armchairs in each cinema halls. They also have good online service.,Hotel Quality Concerns,50.4386245,30.4597798,"('The cinema offers great service, cozy halls, and affordable tickets for families. Customers love the popcorn and large chairs, making it a popular destination.', 412)",2376f72c-acad-493c-801a-7f8f121d6088,00c54f031a648cff4afc6a5eb5792fd5
"The only place with cheap 2-D tickets, so it is ideal for children. There is a free parking for cinema visitors. Rooms are small and cozy (approximately 8x10) Great popcorn😂",Hotel Quality Concerns,50.4386245,30.4597798,"('The cinema offers great service, cozy halls, and affordable tickets for families. Customers love the popcorn and large chairs, making it a popular destination.', 412)",2376f72c-acad-493c-801a-7f8f121d6088,00c54f031a648cff4afc6a5eb5792fd5
"Moderate prices, good 3dx technology but take into account that glasses are sold separately for 15 hrn.
Don't recommend buying their popcorn. Doesn't taste well",Quality of Services,50.4386245,30.4597798,"('Moderate prices and good 3D tech are positives, but glasses cost extra. Avoid the popcorn as it has poor taste.', 327)",b863aa94-0dc9-4f26-9e3a-1cc618d727d8,00c54f031a648cff4afc6a5eb5792fd5
"One of the most loved cinemas, the best popcorn and nice selection of cinema halls, from the largest one - Alpha to small VIP with large chairs. Also have a bar with beer and snacks.",Hotel Quality Concerns,50.4386245,30.4597798,"('The cinema offers great service, cozy halls, and affordable tickets for families. Customers love the popcorn and large chairs, making it a popular destination.', 412)",2376f72c-acad-493c-801a-7f8f121d6088,00c54f031a648cff4afc6a5eb5792fd5
Sold me refubrished hdd. They showed me the note on their site about refubrishing claim. But google cache said there were no note on the day i bought it. Cheaters and fraud!,Poor Customer Service,50.4360874,30.4510844,"('User reports being sold a refurbished HDD without proper notice and a Samsung S21 returned damaged after a month-long repair, citing fraud and poor service at AKS SHOP. Avoid this shop!', 526)",4bdac5fe-de77-4283-87a0-dcb65c09cf8e,d10064253007fe57ee204ba4599be358
Sold me refubrished hdd. They showed me the note on their site about refubrishing claim. But google cache said there were no note on the day i bought it. Cheaters and fraud!,Judicial Integrity Issues,50.4360874,30.4510844,"('User claims they purchased a refurbished HDD, but the website had no such notice on the purchase date, raising concerns of possible fraud and misleading advertising practices.', 339)",3db19945-23a6-4e3f-beba-a9a086b96e90,d10064253007fe57ee204ba4599be358
too long service but cheap price,Poor Customer Service,50.4360874,30.4510844,"('User reports being sold a refurbished HDD without proper notice and a Samsung S21 returned damaged after a month-long repair, citing fraud and poor service at AKS SHOP. Avoid this shop!', 526)",4bdac5fe-de77-4283-87a0-dcb65c09cf8e,d10064253007fe57ee204ba4599be358
AKS.UA,Cultural Heritage Concerns,50.4360874,30.4510844,"('AKS.UA faces issues with customer service responsiveness and product quality, leading to dissatisfaction among users who seek improved support and consistency in their purchases.', 301)",bbb8dee8-c35b-48b0-ac3b-f048b414f156,d10064253007fe57ee204ba4599be358
"DO NOT RECOMMEND. Handed in SAMSUNG S21 for repair as it got wet. The phone was never disassembled and was intact and undamaged.  They repaired everything for a month. They returned the phone to me with an elastic band in the middle of the phone, there were no 7 bolts, the lower speaker board was broken into three parts, and the back cover was replaced with an analog one. I am attaching all the photos, one photo of the phone before the repair of the back cover in a film with the name and the inscription SAMSUNG. In no case do not hand in any equipment for repair at the AKS SHOP. 1. No one will refund you
2. You will receive a bunch of parts and unnecessary things, after which your gadget will definitely not work.
3 Wasted time and nerves...",Quality of Services,50.4360874,30.4510844,"('A customer warns against AKS SHOP for phone repairs, highlighting poor service, lack of refunds, and returned devices in worse condition, causing frustration and lost time.', 473)",06f87e0c-3530-4501-9638-4b259150954d,d10064253007fe57ee204ba4599be358
"DO NOT RECOMMEND. Handed in SAMSUNG S21 for repair as it got wet. The phone was never disassembled and was intact and undamaged.  They repaired everything for a month. They returned the phone to me with an elastic band in the middle of the phone, there were no 7 bolts, the lower speaker board was broken into three parts, and the back cover was replaced with an analog one. I am attaching all the photos, one photo of the phone before the repair of the back cover in a film with the name and the inscription SAMSUNG. In no case do not hand in any equipment for repair at the AKS SHOP. 1. No one will refund you
2. You will receive a bunch of parts and unnecessary things, after which your gadget will definitely not work.
3 Wasted time and nerves...",Poor Customer Service,50.4360874,30.4510844,"('User reports being sold a refurbished HDD without proper notice and a Samsung S21 returned damaged after a month-long repair, citing fraud and poor service at AKS SHOP. Avoid this shop!', 526)",4bdac5fe-de77-4283-87a0-dcb65c09cf8e,d10064253007fe57ee204ba4599be358
"DO NOT RECOMMEND. Handed in SAMSUNG S21 for repair as it got wet. The phone was never disassembled and was intact and undamaged.  They repaired everything for a month. They returned the phone to me with an elastic band in the middle of the phone, there were no 7 bolts, the lower speaker board was broken into three parts, and the back cover was replaced with an analog one. I am attaching all the photos, one photo of the phone before the repair of the back cover in a film with the name and the inscription SAMSUNG. In no case do not hand in any equipment for repair at the AKS SHOP. 1. No one will refund you
2. You will receive a bunch of parts and unnecessary things, after which your gadget will definitely not work.
3 Wasted time and nerves...",Hotel Quality Concerns,50.4360874,30.4510844,"('Repair at AKS SHOP led to severe damage on my Samsung S21: missing bolts, broken parts, and poor-quality replacement. No refunds or solutions offered; just a frustrating experience.', 478)",e4e91b22-1ebc-4078-9f73-33c660309259,d10064253007fe57ee204ba4599be358
"DO NOT RECOMMEND. Handed in SAMSUNG S21 for repair as it got wet. The phone was never disassembled and was intact and undamaged.  They repaired everything for a month. They returned the phone to me with an elastic band in the middle of the phone, there were no 7 bolts, the lower speaker board was broken into three parts, and the back cover was replaced with an analog one. I am attaching all the photos, one photo of the phone before the repair of the back cover in a film with the name and the inscription SAMSUNG. In no case do not hand in any equipment for repair at the AKS SHOP. 1. No one will refund you
2. You will receive a bunch of parts and unnecessary things, after which your gadget will definitely not work.
3 Wasted time and nerves...",Healthcare Access Issues,50.4360874,30.4510844,"('Customer warns against AKS SHOP for Samsung repairs, citing poor workmanship: returned device with missing parts, faulty repairs, and no refunds, leading to lost time and frustration.', 475)",4168dc79-2be8-4637-bef7-3b17c70e315f,d10064253007fe57ee204ba4599be358
"DO NOT RECOMMEND. Handed in SAMSUNG S21 for repair as it got wet. The phone was never disassembled and was intact and undamaged.  They repaired everything for a month. They returned the phone to me with an elastic band in the middle of the phone, there were no 7 bolts, the lower speaker board was broken into three parts, and the back cover was replaced with an analog one. I am attaching all the photos, one photo of the phone before the repair of the back cover in a film with the name and the inscription SAMSUNG. In no case do not hand in any equipment for repair at the AKS SHOP. 1. No one will refund you
2. You will receive a bunch of parts and unnecessary things, after which your gadget will definitely not work.
3 Wasted time and nerves...",Public Safety Concerns,50.4360874,30.4510844,"('Customer warns against AKS SHOP after their Samsung S21 was poorly repaired, returned with missing parts and damage. They emphasize lost time, frustration, and no refunds.', 474)",40b9ce01-e8bd-49a8-881c-22623358483b,d10064253007fe57ee204ba4599be358
"Shari monument in KPI park.
It is made in the form of a ball, to which university faculties, formulas, and chemical elements are attached.
Serves as a symbol for successfully passing the session.",Cultural Heritage Concerns,50.4473067,30.4541069,"('The Shari monument in KPI park symbolizes academic success but may lack engagement, as its design appears overly abstract, leaving some students disconnected from its meaning.', 338)",f09bc570-fb6a-4cb6-a13f-8a7558ef334e,cc4edd7ba90cae0dd8a804e60feda16d
"Shari monument in KPI park.
It is made in the form of a ball, to which university faculties, formulas, and chemical elements are attached.
Serves as a symbol for successfully passing the session.",University Corruption,50.4473067,30.4541069,"('The Shari monument in KPI park symbolizes academic success but lacks clarity in its purpose, potentially confusing visitors about its significance to university life.', 335)",4e284fae-566f-4940-b168-2c2249c21a53,cc4edd7ba90cae0dd8a804e60feda16d
zbs event.,Poor Customer Service,50.4473067,30.4541069,"('The zbs event faced organizational challenges, leading to participant dissatisfaction and concerns about future planning and communication effectiveness. Improvements are needed.', 296)",31835633-087f-4737-9072-c9ac4520fa51,cc4edd7ba90cae0dd8a804e60feda16d
"Those who like long periods of time choose it. For me, any place where the sun wakes me up from sleep, I don’t like it, but others will like it. Of course, it has everything, a washing machine, an iron, and everything exactly, and its price is cheap, 1000 riyals, which is equivalent to approximately 120 riyals.",Access to Legal Services,50.4498266,30.4205728,"('Delayed check-in and unprofessional service led to wasted time and frustration, ultimately requiring guests to seek alternative accommodations despite cancellation penalties.', 755)",2e7be4a6-c14a-4db5-a4fc-bd1e845f9233,98bb067e0cd3a28f40d0858c2d577a2a
"Those who like long periods of time choose it. For me, any place where the sun wakes me up from sleep, I don’t like it, but others will like it. Of course, it has everything, a washing machine, an iron, and everything exactly, and its price is cheap, 1000 riyals, which is equivalent to approximately 120 riyals.",Hotel Quality Concerns,50.4498266,30.4205728,"(""Booking issues led to delays and lack of transparency, causing stress and extra costs. Poor customer service and hotel's deceptive practices prompted guests to find alternative accommodations."", 794)",bbba8c39-6321-4446-a936-575fa6258e0e,98bb067e0cd3a28f40d0858c2d577a2a
"The experience was super positive. I bought a Logitech Pro X Superlight. The staff asked me even if I wanted to open one and try it before buying it. This place is amazingly filled with all the peripherals you might need and the possibility of trying them out and testing them first hand is something that cannot be compared to any review online! 100 times better than buying from Rozetka for example, where you cannot even try products in most cases. I really really enjoyed the interior of the place as well, it's really well organized and everything is on display in categories. Wide selection and the stuff is in stock for real! It's not in some warehouse outside Kyiv like it often happens with other shops! I was super satisfied and I recommend this place to any gamer and pc enthusiast in Kyiv! They offer also a great selection of gaming chairs, headphones etc! Go to the website and choose what you have, maybe call just to be sure they have it in stock at the store. BTW, One of the really few places in Kyiv with easy parking and easy access.",Poor Customer Service,50.4620213,30.4483742,"('The review praises a Kyiv store for its hands-on testing, wide selection, and excellent organization, contrasting it with competitors like Rozetka that lack in-store trial options.', 515)",807063f4-9bf6-44b5-bea3-ac67c6bc8387,f20c80067fb76d98c64faa2419644baf
"The experience was super positive. I bought a Logitech Pro X Superlight. The staff asked me even if I wanted to open one and try it before buying it. This place is amazingly filled with all the peripherals you might need and the possibility of trying them out and testing them first hand is something that cannot be compared to any review online! 100 times better than buying from Rozetka for example, where you cannot even try products in most cases. I really really enjoyed the interior of the place as well, it's really well organized and everything is on display in categories. Wide selection and the stuff is in stock for real! It's not in some warehouse outside Kyiv like it often happens with other shops! I was super satisfied and I recommend this place to any gamer and pc enthusiast in Kyiv! They offer also a great selection of gaming chairs, headphones etc! Go to the website and choose what you have, maybe call just to be sure they have it in stock at the store. BTW, One of the really few places in Kyiv with easy parking and easy access.",Access to Legal Services,50.4620213,30.4483742,"(""A customer raved about a Kyiv shop's great selection and try-before-you-buy policy, contrasting it with online retailers like Rozetka that limit product testing before purchase."", 515)",50f65279-a2b1-4e25-91a1-49d93117cb55,f20c80067fb76d98c64faa2419644baf
"The experience was super positive. I bought a Logitech Pro X Superlight. The staff asked me even if I wanted to open one and try it before buying it. This place is amazingly filled with all the peripherals you might need and the possibility of trying them out and testing them first hand is something that cannot be compared to any review online! 100 times better than buying from Rozetka for example, where you cannot even try products in most cases. I really really enjoyed the interior of the place as well, it's really well organized and everything is on display in categories. Wide selection and the stuff is in stock for real! It's not in some warehouse outside Kyiv like it often happens with other shops! I was super satisfied and I recommend this place to any gamer and pc enthusiast in Kyiv! They offer also a great selection of gaming chairs, headphones etc! Go to the website and choose what you have, maybe call just to be sure they have it in stock at the store. BTW, One of the really few places in Kyiv with easy parking and easy access.",Hotel Quality Concerns,50.4620213,30.4483742,"('While the store offers great products and a positive atmosphere, a rude encounter with bar staff detracted from the experience, leaving a negative impression on customer service.', 769)",976603fe-c659-4c79-9d21-f18e69eb28b6,f20c80067fb76d98c64faa2419644baf
"A really cool place to go if you want to buy some gaming hardware. They have a good choice of mice, keyboards, controllers, cases and many many other goodies. Some of the mice and keyboards (although not of all brands) are unpacked and you can try them out before you make your choice. The store itself is rather vast and has a cool design :).
If you prefer to do your shopping online, you can also order stuff through their website.",Public Safety Concerns,50.4620213,30.4483742,"(""The store offers great gaming hardware, but service issues exist. A rude bartender's behavior towards a customer detracted from the experience, hinting at possible bias against foreigners."", 558)",d4916742-dde3-4d46-bada-2d459c1156a3,f20c80067fb76d98c64faa2419644baf
"A really cool place to go if you want to buy some gaming hardware. They have a good choice of mice, keyboards, controllers, cases and many many other goodies. Some of the mice and keyboards (although not of all brands) are unpacked and you can try them out before you make your choice. The store itself is rather vast and has a cool design :).
If you prefer to do your shopping online, you can also order stuff through their website.",Hotel Quality Concerns,50.4620213,30.4483742,"('While the store offers great products and a positive atmosphere, a rude encounter with bar staff detracted from the experience, leaving a negative impression on customer service.', 769)",976603fe-c659-4c79-9d21-f18e69eb28b6,f20c80067fb76d98c64faa2419644baf
