place_id,author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated
ChIJK4BYmTfM1EARtmRDbqjn2wE,Tatum MB,https://www.google.com/maps/contrib/115209780863969358549/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjUA6Ijp15mTFKjWi85kW9a6J_sRip0Kx0SJ4NUR8xB9esGlwrQipQ=s128-c0x00000000-cc-rp-mo,4,6 years ago,Walls are a bit thin. Not soundproof. We can hear the TV from guest next door. Make sure you bring earplugs! And hope that the guests next door to you don't watch TV all night with loud volumes!,1537964921,False
ChIJK4BYmTfM1EARtmRDbqjn2wE,Sergii Rudenko,https://www.google.com/maps/contrib/108509448549604423398/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjV1cY7k6M_7ZIm-Zntk1pCysWuyWcRYq8dk2b6bOL-J47CHoBWADw=s128-c0x00000000-cc-rp-mo-ba5,3,5 years ago,"Standard hotel to sleep, no more. Great location. Up to 10 minutes by a walk to nearest metro station. Then 12 min to the city center.",1548584326,False
ChIJK4BYmTfM1EARtmRDbqjn2wE,Akmal Bafoev,https://www.google.com/maps/contrib/106176421885008075185/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjXUi5FCJgkeIJl0x1stUvEm0izh7SRPN-ZGyXrJjKx7Pk-wPaps=s128-c0x00000000-cc-rp-mo-ba2,4,5 years ago,"quite cozy place with helpful staff, chosen as closest budget hotel to event I participated location",1541301883,False
ChIJMeqNchPM1EAR-Thnh3WP1ds,Help Mts,https://www.google.com/maps/contrib/104256811665389330107/reviews,en,en,https://lh3.googleusercontent.com/a/ACg8ocITtdhp3d2eARa2vfztIuRdAmZGeA429mSV4U1Jbc5fCmfyxQ=s128-c0x00000000-cc-rp-mo,5,4 years ago,It's all good,1574232228,False
ChIJMeqNchPM1EAR-Thnh3WP1ds,Kangwa Kangwa,https://www.google.com/maps/contrib/111977211210171352444/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjXcHs-OE8hCFGiOfTPqrdNee47UYwU1Nl3Jwgw2jZX8pDdnlSlIcg=s128-c0x00000000-cc-rp-mo,1,6 years ago,Pathetic and bad customer relation,1515569373,False
ChIJMeqNchPM1EAR-Thnh3WP1ds,Michael Nitzsche,https://www.google.com/maps/contrib/112381178581092972666/reviews,en,en,https://lh3.googleusercontent.com/a/ACg8ocL5QTlYuK8S5_-MWrmQktSsuTpPhz5GtZVBD_7pGmeu-vlJ5A=s128-c0x00000000-cc-rp-mo-ba5,4,10 years ago,Clean. Staff friendly.,1410094719,False
ChIJMeqNchPM1EAR-Thnh3WP1ds,Олена Оленка,https://www.google.com/maps/contrib/107308789319692263171/reviews,en-US,uk,https://lh3.googleusercontent.com/a/ACg8ocKJdh24XPUPi4mcjyi_QVOQscTkf3gsNcwxYw0-ikhwlqAZuw=s128-c0x00000000-cc-rp-mo-ba4,3,a week ago,"Stayed for one night. Of course, this is not three stars. There is no telephone for communication with the staff, and there are also no refrigerators and utensils. We asked for glasses at the reception, they gave us. Bed linen and curtains are very old. It was a little dirty in the room, but it looked like they were cleaning, probably not very conscientiously. If you are not too picky and can close your eyes to some things, then you can stay here for one night.",1726785964,True
ChIJMeqNchPM1EAR-Thnh3WP1ds,Бодаква К.I.,https://www.google.com/maps/contrib/115885418736055537050/reviews,en-US,ru,https://lh3.googleusercontent.com/a/ACg8ocKbWoplSbATO5pJ_FaREDpIZHvQnb2uE61gqr_hz8wX1NdQDeU=s128-c0x00000000-cc-rp-mo,4,3 years ago,"The hotel is located on the first floor of a residential building. The prices are reasonable; shower gel, shampoo, soap, towels and toilet paper are provided with your room number. There is a shower with a boiler, air conditioning, TV. There is a wardrobe, a table and an ottoman. I would give it 4.5/5 because the standard room does not have a refrigerator and there is a small amount of cobwebs on the ceiling.
You can stay for a couple of days.",1628357419,True
ChIJXXhH9RnM1EARZNk5AiSI5ec,Syed Tahir Hussain,https://www.google.com/maps/contrib/100978183384578900124/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjWrKcxE1LffKP-L1CGsXI1H58RdlnRoJEyvv8BWLiF_RSGc8dUNiA=s128-c0x00000000-cc-rp-mo-ba6,4,4 years ago,"One of the best Aviation University in European region. Offering a wide range of courses in the field of Aviation, Management and Engineering.",1571464010,False
ChIJXXhH9RnM1EARZNk5AiSI5ec,Yehor Androsov,https://www.google.com/maps/contrib/107787810471435254427/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjVHPg2kY7kBgkhKbai4feBPmNH7ym5XoB6IgXcXIget1aW3s9CY=s128-c0x00000000-cc-rp-mo-ba3,1,6 years ago,"old or/and unqualified teachers with low salaries are not motivated enough to teach well. rulers of this university build private buildings on its territory. IT institute don't have any computers, only furniture from Soviet times. Corruption is at 80% level (official statistics about percentage of  students who paid or were forced to paid for good marks or at least had opportunity to pay). According to dou.ua it is the worst university in kiev in IT industry",1534454997,False
ChIJXXhH9RnM1EARZNk5AiSI5ec,San Mathew,https://www.google.com/maps/contrib/102161791094473039134/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjVxufEIdysct6EL2nPTfw8sCVvOPI6TnDIt2wsHytrayGOgLDjIug=s128-c0x00000000-cc-rp-mo-ba2,5,3 years ago,"It’s a good University, where all students can learn and get good knowledge. And for foreign students, who study in NAU they can study in English, with out any problems. As a student, i have a good experience in the University.",1613163846,False
ChIJXXhH9RnM1EARZNk5AiSI5ec,P Tuan,https://www.google.com/maps/contrib/114241607942241822828/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjV07zUKQKea8mp7TPWxdEMmUheWNTwh7uI15tOSv0c0iKxoi9b-Pw=s128-c0x00000000-cc-rp-mo-ba5,5,8 years ago,"I had studied here from 2002-2007. This is very beatitful place, good people, peaceful city. I love Kiev.",1468500761,False
ChIJXXhH9RnM1EARZNk5AiSI5ec,Daniel Heggie,https://www.google.com/maps/contrib/110891236127549127282/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjWweUA3Q4L7DyS0tZXIhfdlfHvhVrFya5TBioUDQphw1_1ey6Zj=s128-c0x00000000-cc-rp-mo-ba4,5,9 years ago,Awesome place. I am an American who visited the University to experience the Tu-134 flight simulator. What an interesting and unique experience for me. I truly enjoyed it.,1425735849,False
ChIJ8Q8hXxnM1EARAWBYCJZW7zU,James Alberts,https://www.google.com/maps/contrib/108825268914932213342/reviews,en,en,https://lh3.googleusercontent.com/a/ACg8ocImZwMHfByl4aM4WIuyMmoRRuLeUR2SEWq1qBptY5qQ-E_F4Q=s128-c0x00000000-cc-rp-mo,5,4 months ago,"Good food , service top and atmosphere very high dj and mc very friendly and cool but i will give a bad review to the head of security  very rude and impolite but the security in the door is cool i tried to report him to the manager but the manager was busy",1717202532,False
ChIJ8Q8hXxnM1EARAWBYCJZW7zU,Lukas Frost,https://www.google.com/maps/contrib/102211380852896051539/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjX8n5xuDTAIpU1oWcYZRlWET8X-0ffZibFDP4iZHZp2ViWf9T0=s128-c0x00000000-cc-rp-mo-ba3,1,5 years ago,"Don't bother, you spend 5quid on taxi and you don't get in. Because of any reason they want. Because my friend was brown. Not worth your time. Not because of dress. Not because of class. Any reason they want",1563665094,False
ChIJ8Q8hXxnM1EARAWBYCJZW7zU,Traveling Desi,https://www.google.com/maps/contrib/107909031582908252663/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjUxAPn6ZnVw2SBNXynLG96TxmVLAWjPGWu77nbk2akb63cB76cunw=s128-c0x00000000-cc-rp-mo-ba4,4,3 years ago,"Best club in kyiv to chill , great crowd, good staff good atmosphere, great interior, amazing variety of drinks especially the hammer shots",1609837761,False
ChIJ8Q8hXxnM1EARAWBYCJZW7zU,Олександр Трачук,https://www.google.com/maps/contrib/117184360134013016240/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjV8ZKUFeEdPRIZ69w13hKRaK3AKqYX2G3yQSnpXRmJTQ1hed0EE-g=s128-c0x00000000-cc-rp-mo-ba4,5,2 years ago,"Wow. That was awesome. The meeting of friends here it's something unbelievable. Prices are 🔥🔥🔥. We are ordered mix of nuts and some beer and, certainly, a hookah. Special thanks for chip Pistachios. The staff is happy and grateful, understanding so on. Omg, it's my new favourite place in Kyiv. Wait me again!",1642835673,False
ChIJ8Q8hXxnM1EARAWBYCJZW7zU,Toni Bavčević,https://www.google.com/maps/contrib/101678877802534840278/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjXS2QRFlypLbg87QDyYXNOc4242PgwneO24rDyO0FuHrpmr69VM=s128-c0x00000000-cc-rp-mo,5,6 years ago,"Hard working staff and high quality sound , local dj-s that play here are nice and friendly.",1519045942,False
ChIJBXnk-RbM1EARU2oObv5PqeA,Milan Mraovic,https://www.google.com/maps/contrib/113637063953076841007/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjVPKrj69hrX6EZ807QfKFfnjPGegQdbscZTOz4BdYVfcB1PhN0=s128-c0x00000000-cc-rp-mo-ba4,5,4 years ago,"I believe that park was renovated in the last few years, it looks great and beautiful now. Its is kept clean by the city.

There is a small “lake” in the middle close to the place where children can play.

Next to that is a place for outdoor exercise.
Very nice!",1583271909,False
ChIJBXnk-RbM1EARU2oObv5PqeA,Orçun MERT,https://www.google.com/maps/contrib/116097876146427007195/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjUKyZ16jBT91cGsR2VPEWZabETXHaiwfwvUUQbpilul71SaSVRD=s128-c0x00000000-cc-rp-mo-ba4,5,6 years ago,We like the hotel. 10 km to city center  but we have a  rented car ao its very easy to us. The rooms are new large and very clean. The price is reasonable,1525789433,False
ChIJBXnk-RbM1EARU2oObv5PqeA,Tanique Fossa,https://www.google.com/maps/contrib/105200664663817241312/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjWw67dxwpIykp5wQW16LFMm5_B1ZSJyTa7paS-lGcM8hm_jiilc=s128-c0x00000000-cc-rp-mo-ba3,4,4 years ago,Popular park for kids and dogs lovers. Clean and green exept lake - it's always dirty. Overall good place especially in working hours,1593113618,False
ChIJBXnk-RbM1EARU2oObv5PqeA,Julia Alex,https://www.google.com/maps/contrib/111243793765668946864/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjX2Fk8n7h135X9NtxcqW7BsIU9rmPpzf4vr4RYlVYCs5oKlIzoR3w=s128-c0x00000000-cc-rp-mo-ba6,5,4 years ago,"Delicious food at the restaurant, good variety of dishes. Clean and comfortable suite. Very friendly team! Recommended for any event.",1573033589,False
ChIJBXnk-RbM1EARU2oObv5PqeA,David Bonello,https://www.google.com/maps/contrib/106183333660316620508/reviews,en,en,https://lh3.googleusercontent.com/a/ACg8ocI3gZR67-KaldIO31fGhCn5HdLrjNEdByUR0fUYVXHyYBw-jg=s128-c0x00000000-cc-rp-mo-ba3,4,6 years ago,"Quiet, clean and comfortable. Slightly outside the centre. Ideal if you have your own transport.",1507463706,False
ChIJHWM98T_M1EARp71YfXB8Rr0,Дмитрий Корниенко,https://www.google.com/maps/contrib/104645180247970060774/reviews,en-US,ru,https://lh3.googleusercontent.com/a-/ALV-UjWULry9g0K_kGdCOdmyUuCINSBe2wNeP4kHXfI5a6HX_d66bDUa8Q=s128-c0x00000000-cc-rp-mo-ba3,5,3 years ago,The price is not high and the room is good for 5,1619010834,True
ChIJHWM98T_M1EARp71YfXB8Rr0,1 العبدلي,https://www.google.com/maps/contrib/110869550578051002675/reviews,en-US,sd,https://lh3.googleusercontent.com/a-/ALV-UjVOXsETuhbWqU7HgSFbeD3YFUt4vpQrjTspnmm7D5EL8ic1Wg=s128-c0x00000000-cc-rp-mo-ba5,1,3 years ago,Destruction,1628940734,True
ChIJHWM98T_M1EARp71YfXB8Rr0,Ahmed Omar,https://www.google.com/maps/contrib/110298565724468721975/reviews,,,https://lh3.googleusercontent.com/a-/ALV-UjWPo3VXJ62mxeJS_5bQGxObOPXjKBlZ3vp7mIixefCLdwXHQ7aI=s128-c0x00000000-cc-rp-mo,5,4 years ago,,1582124036,False
ChIJaY9JiZjO1EAR3rrxVdXgqeY,Vitalii Fedoriienko,https://www.google.com/maps/contrib/108969447012815215590/reviews,en,en,https://lh3.googleusercontent.com/a/ACg8ocLZDkvySQpNhOnp8DRdDZmH_N283ie5t-9xOyqxAzhOzJKkog=s128-c0x00000000-cc-rp-mo-ba3,4,5 years ago,Good service and polite staff. It is a quite comfortable cinema for visiting with the family. There are big enough armchairs in each cinema halls. They also have good online service.,1551044583,False
ChIJaY9JiZjO1EAR3rrxVdXgqeY,Андрій Гусак,https://www.google.com/maps/contrib/103100223139689697561/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjXeb0xNeyIf_cb47KLdlX8xS-ETp4cctuKSx9sQIKUp7to_Ex-r=s128-c0x00000000-cc-rp-mo-ba3,5,6 years ago,"The only place with cheap 2-D tickets, so it is ideal for children. There is a free parking for cinema visitors. Rooms are small and cozy (approximately 8x10) Great popcorn😂",1514399857,False
ChIJaY9JiZjO1EAR3rrxVdXgqeY,Bogdan Yurtyn,https://www.google.com/maps/contrib/117379697444583336242/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjWP0S1GWDUXbyqVlCS7VJOWltcMsdmzIZvUuRAQbmbGAP0oVRU2aQ=s128-c0x00000000-cc-rp-mo-ba4,4,6 years ago,"Moderate prices, good 3dx technology but take into account that glasses are sold separately for 15 hrn.
Don't recommend buying their popcorn. Doesn't taste well",1508148806,False
ChIJaY9JiZjO1EAR3rrxVdXgqeY,orugaai neko,https://www.google.com/maps/contrib/117422733539209403916/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjUwWF6TGpnria70rud8ehDmwLPZ5l7TUj_LKdAVBXPDMnu6HTw=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,Amazing place. Love it. The greatest experience ever!,1641459523,False
ChIJaY9JiZjO1EAR3rrxVdXgqeY,Roman Sakharov,https://www.google.com/maps/contrib/102418261103865374039/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjXULYz6rpb-_I-cJicyedMLZgk18DL5Vp1NsZ452n4Xe5cEYR7v9Q=s128-c0x00000000-cc-rp-mo-ba5,5,7 years ago,"One of the most loved cinemas, the best popcorn and nice selection of cinema halls, from the largest one - Alpha to small VIP with large chairs. Also have a bar with beer and snacks.",1481530216,False
ChIJTysab6HO1EARphUSQAyrbRc,Jet Chopper,https://www.google.com/maps/contrib/114726467932143421059/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjW4GEo8UI3ukoedeYzMps5u_QwGBckW_-m00FANHU4xCRVxZYPw=s128-c0x00000000-cc-rp-mo,1,6 years ago,Sold me refubrished hdd. They showed me the note on their site about refubrishing claim. But google cache said there were no note on the day i bought it. Cheaters and fraud!,1520581126,False
ChIJTysab6HO1EARphUSQAyrbRc,Dmytro Hafarov,https://www.google.com/maps/contrib/109691141519416971641/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjWtNuTui_d33lnbVOdrOFcv-S5Key9j7oqCeKVvI6Zuvp4Wynff=s128-c0x00000000-cc-rp-mo,4,3 years ago,too long service but cheap price,1608822541,False
ChIJTysab6HO1EARphUSQAyrbRc,Андрей Кушнерук,https://www.google.com/maps/contrib/110525202655982700011/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjWfTe9iOC0DbHf8IlsSFWxpZIOTpkAmPMelXNz9r03ErEOvCldw=s128-c0x00000000-cc-rp-mo-ba2,5,6 years ago,AKS.UA,1507638751,False
ChIJTysab6HO1EARphUSQAyrbRc,Alitrun,https://www.google.com/maps/contrib/105751023821209595708/reviews,en,en,https://lh3.googleusercontent.com/a/ACg8ocKOsl90aIvMgz7NlYaux_FQpzd7dlYw2LAe9qBCPB403mppzQ=s128-c0x00000000-cc-rp-mo-ba4,5,6 years ago,Nice,1514836050,False
ChIJTysab6HO1EARphUSQAyrbRc,CAXAP CAXAPOK,https://www.google.com/maps/contrib/117712706428167199646/reviews,en-US,uk,https://lh3.googleusercontent.com/a-/ALV-UjWx_XwSn0wfK6Q7ibULswymiVUVuPD29HJMSy1XdGJCTqXdytyviA=s128-c0x00000000-cc-rp-mo-ba3,1,a month ago,"DO NOT RECOMMEND. Handed in SAMSUNG S21 for repair as it got wet. The phone was never disassembled and was intact and undamaged.  They repaired everything for a month. They returned the phone to me with an elastic band in the middle of the phone, there were no 7 bolts, the lower speaker board was broken into three parts, and the back cover was replaced with an analog one. I am attaching all the photos, one photo of the phone before the repair of the back cover in a film with the name and the inscription SAMSUNG. In no case do not hand in any equipment for repair at the AKS SHOP. 1. No one will refund you
2. You will receive a bunch of parts and unnecessary things, after which your gadget will definitely not work.
3 Wasted time and nerves...",1723449435,True
ChIJJxjDHj7M1EARxiRQj_7UJFM,Ilya G,https://www.google.com/maps/contrib/112401030432524071920/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjXm01DjDMJODBkQ6BRf3pqKWcfSaGUYo8pZzvWD0ik_UnFkHLpZ=s128-c0x00000000-cc-rp-mo-ba3,1,6 years ago,"Needed to wait 15 min for the consultant. Salespeople talk on the phone while presenting the car to client (inside the car!), discussing renovation works at own flat and telling the client to hold on (for 5 minutes). If you respect yourself and your money - avoid this place at all costs. I had an awful impression of VW brand and their approach. Bought a car of a different producer.",1521113099,False
ChIJJxjDHj7M1EARxiRQj_7UJFM,Ihsan Safa,https://www.google.com/maps/contrib/117618110356480448398/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjWjakU8y9tYtiFxDEksaio1dMzxNuGz2eBg2s47D0rul4Pu3GY=s128-c0x00000000-cc-rp-mo,5,5 years ago,Hello there. I live in turkey. I'm doing a mechanics job in a large garage. Can you find work .. Can you give idea .. Can you find work .. thanks,1548703095,False
ChIJJxjDHj7M1EARxiRQj_7UJFM,Mallala,https://www.google.com/maps/contrib/117998688652141905427/reviews,en,en,https://lh3.googleusercontent.com/a/ACg8ocKUl4KgQuZApWqDydvqzcdXBz93FfXpHFpuq72pcahMZVaHdw=s128-c0x00000000-cc-rp-mo-ba5,2,6 years ago,"Spent there 5,5 hours instead of forecasted 2. At least mama Mia is around.",1515473275,False
ChIJJxjDHj7M1EARxiRQj_7UJFM,Serhii H.,https://www.google.com/maps/contrib/104616967929022646727/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjX1NKmHW2ekZkR1EReM-IIGlTiBNQuwAq6lnTKoPxDYaURcNd6NGw=s128-c0x00000000-cc-rp-mo-ba5,5,6 years ago,Best and biggest service center for VW in Kyiv.,1514137796,False
ChIJJxjDHj7M1EARxiRQj_7UJFM,Ковальчук Олександр,https://www.google.com/maps/contrib/107565208206008642675/reviews,en,en,https://lh3.googleusercontent.com/a-/ALV-UjXO8VIn_DDOQ7b0U__hgn_El0sgPGafQeFlSskAMNyYc-1dnQ7_=s128-c0x00000000-cc-rp-mo,4,5 years ago,Repair of car  is good. prise is huge!,1544113655,False
ChIJHWM98T_M1EARo-uyycKsmPE,Maya Demicheva,https://www.google.com/maps/contrib/111725713761994276341/reviews,en-US,ru,https://lh3.googleusercontent.com/a-/ALV-UjV1qp76YGwsdYZVVBr4hawqA3RXnk_vptGOsJxDwWRIsnQgEKka=s128-c0x00000000-cc-rp-mo,5,4 years ago,Comfortable apartments.,1577008835,True
ChIJHWM98T_M1EARo-uyycKsmPE,Дмитрий Корниенко,https://www.google.com/maps/contrib/104645180247970060774/reviews,en-US,ru,https://lh3.googleusercontent.com/a-/ALV-UjWULry9g0K_kGdCOdmyUuCINSBe2wNeP4kHXfI5a6HX_d66bDUa8Q=s128-c0x00000000-cc-rp-mo-ba3,5,3 years ago,👍,1619010947,True
ChIJHWM98T_M1EARo-uyycKsmPE,Volodymyr Romanenko,https://www.google.com/maps/contrib/115434515554485909077/reviews,,,https://lh3.googleusercontent.com/a-/ALV-UjVW2WjwCW_zBVaCOzJsNFyAmYv57o6OPRZZFC8etGSp8hRWra_7=s128-c0x00000000-cc-rp-mo-ba4,4,4 years ago,,1599525625,False
