date,channel_name,message_id,text,sentiment,rephrased_news,title,topic,location_type,location,latitude,longitude,dorm_number
2024-05-21T08:43:10+00:00,Dormitory #4 KPI,162,"**🟢 Administration**

**Shelters**
Repairs are planned in 6 dormitories that have shelters by autumn.

**Power Banks**
For emergency charging, most dormitories have [power banks](https://t.me/ecokpi/142) available at the reception.

If you do not have a power bank or it is in poor condition, please request a replacement at @kpicampus_bot.

**Generators**
Will only be used in case of power outages lasting more than 4 hours, and only for charging flashlights and phones.

@kpicampus",positive,"Repairs are planned for six dormitories with shelters by autumn. Most dormitories have power banks available at the reception for emergency charging. If a power bank is unavailable or in poor condition, students can request a replacement. Generators will be used only during power outages lasting over four hours, specifically for charging flashlights and phones.",Dormitory Repairs and Resources,Improvements in Infrastructure,exact location,['KPI Dormitory 4'],50.4490125,30.4508679,4.json
2024-05-28T13:44:46+00:00,Dormitory #4 KPI,163,"UPD: The hot water supply shutdown has been extended to June 10.

@kpicampus",negative,The shutdown of hot water supply has been extended to June 10.,Hot Water Shutdown Extended,City Problems,exact location,['KPI Dormitory 4'],50.4490125,30.4508679,4.json
2023-12-11T15:56:49+00:00,Dormitory #8 KPI,427,"🚰 **Message from the Future**

According to Kyivteploenergo, there will be no water supply starting tomorrow at 9:00 AM.

The estimated time for the return of water supply will be communicated by Kyivteploenergo tomorrow, based on the volume of work.

@kpicampus",negative,Kyivteploenergo has announced that water supply will be suspended starting tomorrow at 9:00 AM. The estimated time for restoration will be provided tomorrow based on the amount of work required.,Water Supply Disruption Tomorrow,Citizen Discomfort,exact location,['KPI Dormitory 8'],50.4364983,30.4283648,8.json
2024-05-28T13:44:13+00:00,Dormitory #8 KPI,431,"UPD: The disconnection of hot water supply has been extended until June 10.

@kpicampus",negative,The hot water supply disconnection has been extended until June 10.,Hot Water Shutdown Extended,Citizen Discomfort,exact location,['KPI Dormitory 8'],50.4364983,30.4283648,8.json
2024-06-04T08:12:05+00:00,Dormitory #8 KPI,432,"🟢 **Administration**

**Settlement**
The settlement algorithm for the summer will be announced tomorrow, based on a similar, [last year's principle](https://t.me/kpicampus/1580).

The number of settlement places for the next academic year is planned to increase by 1,500. Instructions for the settlement itself will be available by July 17.

**Elevators**
Elevators are starting to resume operation, but it is necessary to monitor the disconnection schedules to avoid getting stuck in the elevator in the middle of the night.

**Inventory**
From June 5 to June 7, an inventory commission will check the current state of inventory in the rooms.

@kpicampus",positive,"The summer settlement algorithm will be announced tomorrow, following last year's model. An increase of 1,500 settlement places is planned for the next academic year, with instructions available by July 17. Elevators are resuming operation, but users should check disconnection schedules to avoid getting stuck. An inventory check will take place from June 5 to June 7.",Summer Settlement Updates,Improvements in Infrastructure,exact location,['KPI Dormitory 8'],50.4364983,30.4283648,8.json
2024-08-06T09:18:03+00:00,Dormitory #8 KPI,434,"🟢 **Administration 06.08**

**Settlement**
It will start on August 26, and by the end of the week, there will be lists for settlement from faculties and institutes. A total of about 9,000 students are planned to be brought to mixed learning.

**Masters**
By August 2, they should have written a [request](https://docs.google.com/document/d/13FJxmoUKzXYeRo9T8oGxshdi3MXm1faIDpQwAO6Tk1E/edit?usp=sharing) for a change in payment format and extension of residence in the dormitory until August 31.

If you did not write a request, please contact the manager.

**Hot Water**
In some dormitories, there has been no hot water for 3 months due to major repair work.

**Elevators**
Due to the stabilization of electricity supply, the operation of most elevators will be restored.

@kpicampus",positive,"Settlement will begin on August 26, with lists from faculties and institutes available by the end of the week. Approximately 9,000 students are expected to participate in mixed learning. Master's students must submit a request for a change in payment format and dormitory extension by August 2. Some dormitories have been without hot water for three months due to repairs. Most elevators will resume operation due to stabilized electricity supply.",August Settlement Plans Announced,Improvements in Infrastructure,exact location,['KPI Dormitory 8'],50.4364983,30.4283648,8.json
2024-08-12T08:49:39+00:00,Dormitory #8 KPI,435,"[🎸](https://telegra.ph/file/159f89439938f4ce0f8e8.png) **Guitar Evening**

The heat is gradually subsiding, and the holidays are coming to an end. Spend one of the last summer evenings at the **Guitar Evening** on **August 23 at 18:00**. Visit [KPI Coliseum](https://maps.app.goo.gl/h57HaE7TBMSJS4fXA) in **bright clothing** to enjoy live music in the company of like-minded people.

To enter, you need to fill out the [form](https://docs.google.com/forms/d/e/1FAIpQLSdIHYEO4ZuYGDWak_ZhXVk_5cxSXlxm0diaaRgj5zayHonQpQ/viewform?usp=sf_link) by **August 22 at 23:59** and donate **100** **₴** so that we can continue to hold events in free Ukraine. Note that the entrance fee will be **150** **₴**.",positive,"A Guitar Evening is scheduled for August 23 at 18:00 at the KPI Coliseum. Attendees are encouraged to wear bright clothing and enjoy live music. Entry requires filling out a form by August 22 and a donation of 100 UAH, with an entrance fee of 150 UAH.",Join the Guitar Evening,Community Events or Achievements,exact location,['KPI Dormitory 8'],50.4364983,30.4283648,8.json
2024-08-28T14:45:53+00:00,Dormitory #8 KPI,438,"🌡 **Disconnection of Hot Water**

**Due to emergency work by Kyivteploenergo, there is no hot water in some dormitories.**

Hot water supply is planned to be restored by the evening of August 29.

@kpicampus",negative,"Some dormitories are currently without hot water due to emergency work by Kyivteploenergo, with restoration planned by the evening of August 29.",Hot Water Outage Alert,Citizen Discomfort,exact location,['KPI Dormitory 8'],50.4364983,30.4283648,8.json
2024-09-11T08:49:14+00:00,Dormitory #8 KPI,439,"**Promotion**

**Hot water has been turned off only for dormitory 8. A plumber is conducting repair work, and it should be ready by the evening.**",negative,"Hot water has been turned off only for dormitory 8, where repair work is underway and is expected to be completed by the evening.",Dormitory 8 Hot Water Repairs,Citizen Discomfort,exact location,['KPI Dormitory 8'],50.4364983,30.4283648,8.json
2024-09-13T06:42:24+00:00,Dormitory #8 KPI,440,"💧 **Water Disconnection**

**Due to emergency work by Kyivteploenergo, there may be interruptions in water supply in some dormitories.**

Water supply is planned to be restored by 14:00 on September 16.

@kpicampus",negative,"Due to emergency work by Kyivteploenergo, some dormitories may experience interruptions in water supply, with restoration anticipated by 14:00 on September 16.",Water Supply Interruptions Expected,Citizen Discomfort,exact location,['KPI Dormitory 8'],50.4364983,30.4283648,8.json
2023-10-12T10:05:08+00:00,Dormitory #14 KPI,536,"🌡️ **Heating Network Repairs**

In some dormitories on Braichevskogo and Yangel streets, there is no hot water supply.

Estimated return time, according to Kyivteploenergo: tomorrow at 15:00.

@kpicampus",negative,"Some dormitories on Braichevskogo and Yangel streets are currently without hot water. According to Kyivteploenergo, service is expected to resume by 15:00 tomorrow.",Heating Repairs on Braichevskogo,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2023-11-11T07:50:29+00:00,Dormitory #14 KPI,537,"**🌡️ Repair Work on Heating Networks**

Today from 9:00, there is no hot water supply and heating in most dormitories.

Estimated return time: 12:00 on November 12.

@kpicampus",negative,Most dormitories are experiencing a lack of hot water and heating starting from 9:00 today. The estimated restoration time is 12:00 on November 12.,Dormitory Heating Outage Today,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-01-29T11:02:52+00:00,Dormitory #14 KPI,540,"Dear residents, due to pipe repairs in the basement, there will be no water temporarily on the right side.",negative,Residents are advised that there will be a temporary water outage on the right side due to pipe repairs in the basement.,Temporary Water Outage Alert,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-03-15T10:37:18+00:00,Dormitory #14 KPI,541,"**🌡️ Heating Network Emergency**

In the dormitories on Mykhailo Braichevskyi Street and Koval'skyi Lane, there is no hot water supply due to a heating network break.

Estimated return time, according to Kyivteploenergo: today by 20:00.

@kpicampus",negative,Dormitories on Mykhailo Braichevskyi Street and Koval'skyi Lane are without hot water due to a heating network break. Kyivteploenergo estimates restoration by 20:00 today.,Emergency Heating Network Break,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-05-08T12:28:17+00:00,Dormitory #14 KPI,542,"💧**May Without Water**

In the dormitories, there is no hot water supply due to a heating network break and ongoing repair work until May 13 at 23:59. After their completion, hydraulic tests of the pipes will begin until the end of the month.

Estimated completion date for all work and return of water, according to Kyivteploenergo: May 28 — 31.

@kpicampus",negative,"Dormitories are without hot water due to a heating network break and ongoing repairs, which are expected to last until May 13 at 23:59. Hydraulic tests will follow, with a projected completion date for all work between May 28 and 31.",Extended Hot Water Outage,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-05-15T21:22:04+00:00,Dormitory #14 KPI,543,"💡**Power Outages**

Starting from May 16, hourly power outages may occur in Kyiv and the student campus according to the [schedule](https://www.dtek-kem.com.ua/ua/shutdowns) of Ukrenergo and DTEK.

Preliminary outages may occur [from](https://t.me/suspilnenews/32727) 00:00 to 9:00 or from 16:00 to 24:00.

@kpicampus",negative,"Starting May 16, hourly power outages may occur in Kyiv and the student campus according to the schedules provided by Ukrenergo and DTEK.",Kyiv Power Outages Scheduled,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-05-21T08:41:52+00:00,Dormitory #14 KPI,544,"**🟢 Administration**

**Shelters**
Repairs are planned in 6 dormitories that have shelters by autumn.

**Power Banks**
For emergency charging, most dormitories have [power banks](https://t.me/ecokpi/142) available at the reception.

If you do not have a power bank or it is in poor condition, write for a replacement to @kpicampus_bot.

**Generators**
Will only be used in case of power outages lasting more than 4 hours, and only for charging flashlights and phones.

@kpicampus",positive,Repairs are planned in six dormitories with shelters by autumn. Power banks are available at most dormitory receptions for emergency charging. Generators will be used only during power outages lasting over four hours.,Dormitory Emergency Preparedness,Improvements in Infrastructure,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-05-28T13:43:45+00:00,Dormitory #14 KPI,546,"UPD: The hot water supply outage has been extended to June 10.

@kpicampus",negative,The hot water supply outage has been extended until June 10.,Hot Water Outage Extended,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-06-04T09:41:16+00:00,Dormitory #14 KPI,547,"🟢  **Administration**

**Accommodation**
The accommodation algorithm for summer will be announced tomorrow, based on a similar, [last year's principle](https://t.me/kpicampus/1580).

The number of accommodation places for the next academic year is planned to increase by 1.5 thousand. Instructions for accommodation will be available by July 17.

**Elevators**
Elevators are starting to resume operation, but you need to monitor the outage schedules to avoid getting stuck in the elevator in the middle of the night.

**Inventory**
From June 5 to 7, an inventory commission will check the current state of inventory in the rooms.

@kpicampus",positive,"The accommodation process for summer will be announced tomorrow, following last year's principles. An increase of 1,500 accommodation places is planned for the next academic year, with instructions available by July 17.",Summer Accommodation Updates,Improvements in Infrastructure,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-06-06T10:14:42+00:00,Dormitory #14 KPI,548,"🏡  **Summer Accommodation**

**The accommodation algorithm this year for students remains unchanged. You need to settle all debts, fill out a clearance form, and write a request for summer accommodation.

The payment for the summer period this time will be 1600/1800, regardless of the number of residents in the room.

New entrants pay according to [third-party tariffs](https://t.me/kpicampus/1053) and retain their place if they previously lived in the dormitory. After submitting documents for the master's/PhD program at KPI, applicants can submit confirming documents to reduce the amount and pay 1600/1800 UAH accordingly.

To settle in, submit a request to the dormitory manager by June 21.

**Examples of requests**:
[• for students](https://docs.google.com/document/d/18Ih1pOeL3Jwd3HrYOX9VPMIYlFr9iuC8/edit?usp=sharing&ouid=107631616912058936796&rtpof=true&sd=true);
[• for master's entrants](https://docs.google.com/document/d/1WiTAFG_VdgJwCL1MBtTQOJF-MsTYfr9a/edit?usp=sharing&ouid=107631616912058936796&rtpof=true&sd=true);
[• for academic leave](https://docs.google.com/document/d/1rQ7il7UyCBvmys_7btfBAHesnCu56ahi/edit?usp=sharing&ouid=107631616912058936796&rtpof=true&sd=true).

If you have questions, write to @kpicampus_bot.

@kpicampus",positive,"The accommodation process for students remains unchanged this year. Students must settle debts, complete a clearance form, and submit a request for summer accommodation by June 21.",Summer Accommodation Guidelines,Improvements in Infrastructure,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-08-06T09:24:07+00:00,Dormitory #14 KPI,550,"🟢 **Administration 06.08**

**Accommodation**
Will start on August 26, and by the end of the week, there will be lists for accommodation from faculties and institutes. A total of about 9 thousand students are planned to be brought out for mixed learning.

**Masters**
By August 2, they should have written a [request](https://docs.google.com/document/d/13FJxmoUKzXYeRo9T8oGxshdi3MXm1faIDpQwAO6Tk1E/edit?usp=sharing) for a change in payment format and extension of residence in the dormitory until August 31.

If you have not written a request, please contact the manager.

**Hot Water**
In some dormitories, there has been no hot water for 3 months due to major repair work.

**Elevators**
Due to the stabilization of electricity supply, the operation of most elevators will be restored.

@kpicampus",positive,"Accommodation will begin on August 26, with lists from faculties and institutes available by the end of the week. Approximately 9,000 students are expected to participate in mixed learning.",Accommodation Plans for August,Improvements in Infrastructure,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-08-14T14:30:41+00:00,Dormitory #14 KPI,551,"**🔑 Accommodation for Senior Students**

Students of 2nd–4th year of bachelor's and 2nd year of master's programs who fall under priority categories can settle from **August 26** to **September 15** for the new academic year. If you are settling in for the first time — make sure to do it **by September 5**.

First-year master's students will settle **from September 10 to 15**.

**Priority Categories:**
1. People from ONT/TOT, children of parents with combatant status, orphans, and children deprived of parental care.
2. Those who are on the [lists of in-person disciplines](https://t.me/sr_kpi/4925).

Follow the [accommodation algorithm](https://telegra.ph/Poselennya-studentstva-starshih-kurs%D1%96v-08-13#%D0%9D%D0%B5%D0%BE%D0%B1%D1%85%D1%96%D0%B4%D0%BD%D1%96-%D0%B4%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B8).

If you have questions, write to @kpicampus_bot.

@kpicampus",positive,Students in priority categories can settle from August 26 to September 15 for the new academic year. First-year master's students will settle from September 10 to 15.,Senior Student Accommodation Info,Improvements in Infrastructure,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-08-23T15:12:47+00:00,Dormitory #14 KPI,552,"🙌 **Volunteer Recruitment for Accommodation Assistance**

We are looking for volunteers who are ready to help with the accommodation of newcomers! This is a great opportunity to meet new people and make the lives of first-year students in the campus easier.

If you have some free time and want to do something useful – fill out the [form at the link](https://forms.gle/3i48ThrZcRTxM3e68) **by August 25 inclusive.** We look forward to having you on our team!

@kpicampus",positive,Volunteers are being recruited to assist with the accommodation of newcomers. Interested individuals can fill out a form by August 25.,Volunteer Help for New Students,Community Events or Achievements,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-08-28T14:45:45+00:00,Dormitory #14 KPI,553,"🌡 **Hot Water Outage**

Due to emergency work by Kyivteploenergo, there is no hot water in some dormitories. **

Hot water supply is planned to be restored by the evening of August 29.

@kpicampus",negative,"Some dormitories are currently without hot water due to emergency work by Kyivteploenergo, with restoration planned by the evening of August 29.",Hot Water Supply Disruption,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2024-09-13T06:42:16+00:00,Dormitory #14 KPI,554,"💧 **Water Outage**

Due to emergency work by Kyivteploenergo, there may be interruptions in water supply in some dormitories. **

Water supply is planned to be restored by 14:00 on September 16.

@kpicampus",negative,"There may be interruptions in water supply in some dormitories due to emergency work by Kyivteploenergo, with restoration expected by 14:00 on September 16.",Water Supply Interruption Notice,Citizen Discomfort,exact location,['KPI Dormitory 14'],50.4496249,30.4119686,14.json
2023-10-06T10:03:54+00:00,Dormitory #16 KPI,425,"🚀 **Freshman Sprint**

**KPI is not just about studying, but also about many opportunities for activity and development.**

**On October 7**, come to **FIOT Hub, Building 18, KPI** to listen to lectures from members of the Student Council, teachers, and [""Tower""](https://t.me/vezhakpi). The event will last from **12:00 to 16:00**.

We will talk about the importance of volunteer work, the pros and cons of living in a dormitory, socialization at the university, and much more.

[Fill out the form](https://docs.google.com/forms/d/12_uKqU8qJgqhBimEnJCVPRwMlJqy_2xPnao6ZwJFPzw/edit) — get a chance to learn useful and interesting information 💙

@sr_kpi",positive,"On October 7, the KPI FIOT Hub in Building 18 will host lectures from Student Council members and teachers, discussing topics such as volunteer work and university socialization. The event runs from 12:00 to 16:00.",KPI Freshman Sprint Event,Community Events or Achievements,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
2023-10-12T10:00:08+00:00,Dormitory #16 KPI,426,"🌡️ **Heating Network Repairs**

In some dormitories on Braichevskogo and Yangel streets, hot water supply is unavailable.

According to Kyivteploenergo, the estimated time of return is tomorrow at 15:00.

@kpicampus",negative,Hot water is currently unavailable in some dormitories on Braichevskogo and Yangel streets. Kyivteploenergo estimates that service will resume by 15:00 tomorrow.,Hot Water Outage Update,Citizen Discomfort,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
2023-11-11T07:30:01+00:00,Dormitory #16 KPI,427,"**🌡️ Repair Work on Heating Networks**

Today from 9:00, hot water supply and heating are unavailable in most dormitories.

Estimated time of return: 12:00 on November 12.

@kpicampus",negative,"As of 9:00 today, hot water and heating are unavailable in most dormitories, with an expected restoration time of 12:00 on November 12.",Dormitory Heating Disruption,Citizen Discomfort,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
2023-12-11T15:56:36+00:00,Dormitory #16 KPI,428,"🚰 **Message from the Future**

According to Kyivteploenergo, starting tomorrow at 9:00, water supply will be unavailable.

The estimated time of return will be announced by Kyivteploenergo tomorrow, based on the volume of work.

@kpicampus",negative,"Starting tomorrow at 9:00, water supply will be unavailable, with the restoration time to be announced by Kyivteploenergo based on the work volume.",Upcoming Water Supply Interruption,Citizen Discomfort,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
2023-12-25T11:35:29+00:00,Dormitory #16 KPI,430,"🌡 **Room Temperature Water**

According to Kyivteploenergo, there are problems with the circulation of hot water in the student campus, which is causing a decrease in water temperature in most dormitories.

Currently, this situation has arisen in dormitories 8, 15, and 16. The estimated time of return today is by 18:00.

@kpicampus",negative,"Kyivteploenergo reports circulation issues causing decreased hot water temperatures in dormitories 8, 15, and 16, with an expected resolution by 18:00 today.",Hot Water Circulation Issues,Citizen Discomfort,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
2024-03-01T14:38:17+00:00,Dormitory #16 KPI,433,"⚠️ **Emergency**

Emergency power outage across the Shulyavka area and KPI.

According to DTEK, the estimated time of return is 18:00.

If you need to charge, approach the guards for a power bank.

@kpicampus",negative,"There is an emergency power outage affecting the Shulyavka area and KPI, with an estimated restoration time of 18:00. Power banks are available from the guards for charging.",Emergency Power Outage,Citizen Discomfort,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
2024-03-28T17:50:30+00:00,Dormitory #16 KPI,434,"☃️ **Heating Season Ended**

Today marks the end of the heating season according to the [KMDA plan.](https://t.me/KyivCityOfficial/9249)

In the coming days, heating will be completely turned off in all dormitories.

@kpicampus",negative,"Today marks the end of the heating season as per the KMDA plan, with heating to be completely turned off in all dormitories in the coming days.",Heating Season Concludes,Citizen Discomfort,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
2024-04-02T13:04:16+00:00,Dormitory #16 KPI,435,"**💧Heating Network Emergency**

In the dormitories on Oleksy Tykhyi and Borshchahivska streets, there is no hot water supply due to a heating network break.

According to Kyivteploenergo, the estimated time of return is April 3 by 11:00.

@kpicampus",negative,"Hot water supply is disrupted in dormitories on Oleksy Tykhyi and Borshchahivska streets due to a heating network break, with an expected restoration by April 3 at 11:00.",Heating Network Emergency,Citizen Discomfort,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
2024-05-15T21:23:07+00:00,Dormitory #16 KPI,436,"💡**Power Outage**

Starting May 16, hourly power outages may occur in Kyiv and the student campus according to the [schedule](https://www.dtek-kem.com.ua/ua/shutdowns) of Ukrenergo and DTEK.

Preliminary outages may occur [from](https://t.me/suspilnenews/32727) 00:00 to 9:00 or from 16:00 to 24:00.

@kpicampus",negative,"Hourly power outages may begin on May 16 in Kyiv and the student campus according to the Ukrenergo and DTEK schedule, potentially occurring from 00:00 to 9:00 or from 16:00 to 24:00.",Scheduled Power Outages,Citizen Discomfort,exact location,['KPI Dormitory 16'],50.4471963,30.4470161,16.json
